substrate_UniProtAC	substrate_UniProtAC_original	canonical_UniProtAC	accession_is_isoform	canonical_counting_status	substrate_genename	unique_sites_accession_level	source_accessions_original	source_families	needs_sequence_remap
Q9NWF9	Q9NWF9	Q9NWF9	False	canonical_or_unversioned_accession	RNF216	1	Q9NWF9	Maron2021	False
Q9NWH9	Q9NWH9	Q9NWH9	False	canonical_or_unversioned_accession	SLTM	6	Q9NWH9	Maron2021;human_ptm_master	False
Q9NWK9	Q9NWK9	Q9NWK9	False	canonical_or_unversioned_accession	ZNHIT6	1	Q9NWK9	Maron2021	False
Q9NWM3	Q9NWM3	Q9NWM3	False	canonical_or_unversioned_accession	CUEDC1	1	Q9NWM3	Maron2021	False
Q9NWQ4	Q9NWQ4	Q9NWQ4	False	canonical_or_unversioned_accession	C14orf118	4	Q9NWQ4	Maron2021	False
Q9NWS0	Q9NWS0	Q9NWS0	False	canonical_or_unversioned_accession	PIH1D1	1	Q9NWS0	Maron2021	False
Q9NWT6	Q9NWT6	Q9NWT6	False	canonical_or_unversioned_accession	HIF1AN	1	Q9NWT6	Maron2021	False
Q9NWU5	Q9NWU5	Q9NWU5	False	canonical_or_unversioned_accession	MRPL22	1	Q9NWU5	Maron2021	False
Q9NWV4	Q9NWV4	Q9NWV4	False	canonical_or_unversioned_accession	C1orf123	1	Q9NWV4	Maron2021	False
Q9NWV8	Q9NWV8	Q9NWV8	False	canonical_or_unversioned_accession	BABAM1	1	Q9NWV8	Maron2021	False
Q9NWW7	Q9NWW7	Q9NWW7	False	canonical_or_unversioned_accession	C2orf42	1	Q9NWW7	Maron2021	False
Q9NX00	Q9NX00	Q9NX00	False	canonical_or_unversioned_accession	TMEM160	1	Q9NX00	Maron2021	False
Q9NX05	Q9NX05	Q9NX05	False	canonical_or_unversioned_accession	FAM120C	3	Q9NX05	Maron2021;ProMetheusDB	False
Q9NX07	Q9NX07	Q9NX07	False	canonical_or_unversioned_accession	TRNAU1AP	1	Q9NX07	Maron2021	False
Q9NX14	Q9NX14	Q9NX14	False	canonical_or_unversioned_accession	NDUFB11	1	Q9NX14	Maron2021	False
Q9NX24	Q9NX24	Q9NX24	False	canonical_or_unversioned_accession	NHP2	2	Q9NX24	Maron2021;ProMetheusDB	False
Q9NX40	Q9NX40	Q9NX40	False	canonical_or_unversioned_accession	OCIAD1	3	Q9NX40	Maron2021	False
Q9NX55	Q9NX55	Q9NX55	False	canonical_or_unversioned_accession	HYPK	2	Q9NX55	Maron2021	False
Q9NX63	Q9NX63	Q9NX63	False	canonical_or_unversioned_accession	CHCHD3	1	Q9NX63	Maron2021	False
Q9NXC5	Q9NXC5	Q9NXC5	False	canonical_or_unversioned_accession	MIOS	1	Q9NXC5	Maron2021	False
Q9NXE4	Q9NXE4	Q9NXE4	False	canonical_or_unversioned_accession	SMPD4	1	Q9NXE4	Maron2021	False
Q9NXE8	Q9NXE8	Q9NXE8	False	canonical_or_unversioned_accession	CWC25	1	Q9NXE8	Maron2021	False
Q9NXG0	Q9NXG0	Q9NXG0	False	canonical_or_unversioned_accession	CNTLN	2	Q9NXG0	Maron2021	False
Q9NXH9	Q9NXH9	Q9NXH9	False	canonical_or_unversioned_accession	TRMT1	4	Q9NXH9	Maron2021	False
Q9NXL9	Q9NXL9	Q9NXL9	False	canonical_or_unversioned_accession	MCM9	1	Q9NXL9	Maron2021	False
Q9NXR8	Q9NXR8	Q9NXR8	False	canonical_or_unversioned_accession	ING3	1	Q9NXR8	Maron2021	False
Q9NXV2	Q9NXV2	Q9NXV2	False	canonical_or_unversioned_accession	KCTD5	2	Q9NXV2	Maron2021	False
Q9NXW9	Q9NXW9	Q9NXW9	False	canonical_or_unversioned_accession	ALKBH4	1	Q9NXW9	Maron2021	False
Q9NXZ2	Q9NXZ2	Q9NXZ2	False	canonical_or_unversioned_accession	DDX43	2	Q9NXZ2	Maron2021;ProMetheusDB	False
Q9NY12	Q9NY12	Q9NY12	False	canonical_or_unversioned_accession	GAR1	16	Q9NY12	Maron2021	False
Q9NY33	Q9NY33	Q9NY33	False	canonical_or_unversioned_accession	DPP3	1	Q9NY33	Maron2021	False
Q9NY43	Q9NY43	Q9NY43	False	canonical_or_unversioned_accession	BARHL2	2	Q9NY43	Maron2021	False
Q9NY74	Q9NY74	Q9NY74	False	canonical_or_unversioned_accession	ETAA1	1	Q9NY74	Maron2021	False
Q9NYB9	Q9NYB9	Q9NYB9	False	canonical_or_unversioned_accession	ABI2	5	Q9NYB9	Maron2021	False
Q9NYC9	Q9NYC9	Q9NYC9	False	canonical_or_unversioned_accession	DNAH9	3	Q9NYC9	Maron2021	False
Q9NYF0	Q9NYF0	Q9NYF0	False	canonical_or_unversioned_accession	DACT1	1	Q9NYF0	Maron2021	False
Q9NYF5	Q9NYF5	Q9NYF5	False	canonical_or_unversioned_accession	FAM13B	1	Q9NYF5	Maron2021	False
Q9NYF8	Q9NYF8;Q9NYF8-3	Q9NYF8	True	canonical_or_unversioned_accession	BCLAF1	16	Q9NYF8;Q9NYF8-3	Maron2021;ProMetheusDB;human_ptm_master	True
Q9NYH9	Q9NYH9	Q9NYH9	False	canonical_or_unversioned_accession	UTP6	1	Q9NYH9	Maron2021	False
Q9NYJ8	Q9NYJ8	Q9NYJ8	False	canonical_or_unversioned_accession	TAB2	2	Q9NYJ8	Maron2021;human_ptm_master	False
Q9NYK5	Q9NYK5	Q9NYK5	False	canonical_or_unversioned_accession	MRPL39	1	Q9NYK5	Maron2021	False
Q9NYL2	Q9NYL2	Q9NYL2	False	canonical_or_unversioned_accession	MAP3K20	8	Q9NYL2	Maron2021;ProMetheusDB;human_ptm_master	False
Q9NYM9	Q9NYM9	Q9NYM9	False	canonical_or_unversioned_accession	BET1L	1	Q9NYM9	Maron2021	False
Q9NYP3	Q9NYP3	Q9NYP3	False	canonical_or_unversioned_accession	DONSON	3	Q9NYP3	Maron2021	False
Q9NYP9	Q9NYP9	Q9NYP9	False	canonical_or_unversioned_accession	MIS18A	1	Q9NYP9	Maron2021	False
Q9NYQ3	Q9NYQ3	Q9NYQ3	False	canonical_or_unversioned_accession	HAO2	1	Q9NYQ3	Maron2021	False
Q9NYQ6	Q9NYQ6	Q9NYQ6	False	canonical_or_unversioned_accession	CELSR1	1	Q9NYQ6	Maron2021	False
Q9NYQ7	Q9NYQ7	Q9NYQ7	False	canonical_or_unversioned_accession	CELSR3	1	Q9NYQ7	Maron2021	False
Q9NYR9	Q9NYR9	Q9NYR9	False	canonical_or_unversioned_accession	NKIRAS2	2	Q9NYR9	Maron2021	False
Q9NYT0	Q9NYT0	Q9NYT0	False	canonical_or_unversioned_accession	PLEK2	1	Q9NYT0	Maron2021	False
Q9NYU1	Q9NYU1	Q9NYU1	False	canonical_or_unversioned_accession	UGGT2	2	Q9NYU1	Maron2021	False
Q9NYU2	Q9NYU2	Q9NYU2	False	canonical_or_unversioned_accession	UGGT1	2	Q9NYU2	Maron2021	False
Q9NYV4	Q9NYV4	Q9NYV4	False	canonical_or_unversioned_accession	CDK12	7	Q9NYV4	Maron2021	False
Q9NYV6	Q9NYV6	Q9NYV6	False	canonical_or_unversioned_accession	RRN3	2	Q9NYV6	Maron2021	False
Q9NYW2	Q9NYW2	Q9NYW2	False	canonical_or_unversioned_accession	TAS2R8	1	Q9NYW2	Maron2021	False
Q9NYZ3	Q9NYZ3	Q9NYZ3	False	canonical_or_unversioned_accession	GTSE1	3	Q9NYZ3	Maron2021	False
Q9NZ52	Q9NZ52	Q9NZ52	False	canonical_or_unversioned_accession	GGA3	1	Q9NZ52	Maron2021	False
Q9NZ63	Q9NZ63	Q9NZ63	False	canonical_or_unversioned_accession	C9orf78	2	Q9NZ63	Maron2021	False
Q9NZB2	Q9NZB2	Q9NZB2	False	canonical_or_unversioned_accession	FAM120A	14	Q9NZB2	Maron2021;ProMetheusDB;human_ptm_master	False
Q9NZC3	Q9NZC3	Q9NZC3	False	canonical_or_unversioned_accession	GDE1	3	Q9NZC3	Maron2021	False
Q9NZI8	Q9NZI8	Q9NZI8	False	canonical_or_unversioned_accession	IGF2BP1	3	Q9NZI8	Maron2021	False
Q9NZJ0	Q9NZJ0	Q9NZJ0	False	canonical_or_unversioned_accession	DTL	1	Q9NZJ0	Maron2021	False
Q9NZJ4	Q9NZJ4	Q9NZJ4	False	canonical_or_unversioned_accession	SACS	1	Q9NZJ4	Maron2021	False
Q9NZJ7	Q9NZJ7	Q9NZJ7	False	canonical_or_unversioned_accession	MTCH1	1	Q9NZJ7	Maron2021;human_ptm_master	False
Q9NZJ9	Q9NZJ9	Q9NZJ9	False	canonical_or_unversioned_accession	NUDT4	1	Q9NZJ9	Maron2021	False
Q9NZL4	Q9NZL4	Q9NZL4	False	canonical_or_unversioned_accession	HSPBP1	2	Q9NZL4	Maron2021	False
Q9NZL6	Q9NZL6	Q9NZL6	False	canonical_or_unversioned_accession	RGL1	1	Q9NZL6	Maron2021	False
Q9NZL9	Q9NZL9	Q9NZL9	False	canonical_or_unversioned_accession	MAT2B	2	Q9NZL9	Maron2021	False
Q9NZM3	Q9NZM3	Q9NZM3	False	canonical_or_unversioned_accession	ITSN2	1	Q9NZM3	Maron2021	False
Q9NZM4	Q9NZM4	Q9NZM4	False	canonical_or_unversioned_accession	GLTSCR1	1	Q9NZM4	Maron2021	False
Q9NZM5	Q9NZM5	Q9NZM5	False	canonical_or_unversioned_accession	GLTSCR2	4	Q9NZM5	Maron2021	False
Q9NZN4	Q9NZN4	Q9NZN4	False	canonical_or_unversioned_accession	EHD2	1	Q9NZN4	Maron2021	False
Q9NZN5	Q9NZN5	Q9NZN5	False	canonical_or_unversioned_accession	ARHGEF12	3	Q9NZN5	Maron2021	False
Q9NZN8	Q9NZN8	Q9NZN8	False	canonical_or_unversioned_accession	CNOT2	2	Q9NZN8	Maron2021	False
Q9NZQ3	Q9NZQ3	Q9NZQ3	False	canonical_or_unversioned_accession	NCKIPSD	2	Q9NZQ3	Maron2021	False
Q9NZR2	Q9NZR2	Q9NZR2	False	canonical_or_unversioned_accession	LRP1B	3	Q9NZR2	Maron2021	False
Q9NZU7	Q9NZU7	Q9NZU7	False	canonical_or_unversioned_accession	CABP1	6	Q9NZU7	Maron2021	False
Q9NZZ3	Q9NZZ3	Q9NZZ3	False	canonical_or_unversioned_accession	CHMP5	1	Q9NZZ3	Maron2021	False
Q9P013	Q9P013	Q9P013	False	canonical_or_unversioned_accession	CWC15	3	Q9P013	Maron2021;ProMetheusDB	False
Q9P015	Q9P015	Q9P015	False	canonical_or_unversioned_accession	MRPL15	1	Q9P015	Maron2021	False
Q9P031	Q9P031	Q9P031	False	canonical_or_unversioned_accession	CCDC59	1	Q9P031	Maron2021	False
Q9P032	Q9P032	Q9P032	False	canonical_or_unversioned_accession	NDUFAF4	1	Q9P032	Maron2021	False
Q9P035	Q9P035	Q9P035	False	canonical_or_unversioned_accession	PTPLAD1	4	Q9P035	Maron2021	False
Q9P0J0	Q9P0J0	Q9P0J0	False	canonical_or_unversioned_accession	NDUFA13	2	Q9P0J0	Maron2021	False
Q9P0J1	Q9P0J1	Q9P0J1	False	canonical_or_unversioned_accession	PDP1	1	Q9P0J1	Maron2021	False
Q9P0J7	Q9P0J7	Q9P0J7	False	canonical_or_unversioned_accession	KCMF1	6	Q9P0J7	Maron2021;ProMetheusDB	False
Q9P0L0	Q9P0L0	Q9P0L0	False	canonical_or_unversioned_accession	VAPA	2	Q9P0L0	Maron2021	False
Q9P0L2	Q9P0L2	Q9P0L2	False	canonical_or_unversioned_accession	MARK1	2	Q9P0L2	Maron2021	False
Q9P0M6	Q9P0M6	Q9P0M6	False	canonical_or_unversioned_accession	MACROH2A2	1	Q9P0M6	Maron2021	False
Q9P0U4	Q9P0U4	Q9P0U4	False	canonical_or_unversioned_accession	CXXC1	1	Q9P0U4	Maron2021	False
Q9P0W8	Q9P0W8	Q9P0W8	False	canonical_or_unversioned_accession	SPATA7	1	Q9P0W8	Maron2021	False
Q9P107	Q9P107	Q9P107	False	canonical_or_unversioned_accession	GMIP	7	Q9P107	Maron2021;ProMetheusDB	False
Q9P1U1	Q9P1U1	Q9P1U1	False	canonical_or_unversioned_accession	ACTR3B	2	Q9P1U1	Maron2021	False
Q9P1Y5	Q9P1Y5	Q9P1Y5	False	canonical_or_unversioned_accession	CAMSAP3	4	Q9P1Y5	Maron2021	False
Q9P1Y6	Q9P1Y6	Q9P1Y6	False	canonical_or_unversioned_accession	PHRF1	5	Q9P1Y6	Maron2021	False
Q9P1Z2	Q9P1Z2	Q9P1Z2	False	canonical_or_unversioned_accession	CALCOCO1	1	Q9P1Z2	Maron2021	False
Q9P1Z9	Q9P1Z9	Q9P1Z9	False	canonical_or_unversioned_accession	CCDC180	1	Q9P1Z9	Maron2021	False
Q9P206	Q9P206	Q9P206	False	canonical_or_unversioned_accession	KIAA1522	3	Q9P206	Maron2021	False
Q9P209	Q9P209	Q9P209	False	canonical_or_unversioned_accession	CEP72	1	Q9P209	Maron2021	False
Q9P219	Q9P219	Q9P219	False	canonical_or_unversioned_accession	CCDC88C	1	Q9P219	Maron2021	False
Q9P225	Q9P225	Q9P225	False	canonical_or_unversioned_accession	DNAH2	1	Q9P225	Maron2021	False
Q9P227	Q9P227	Q9P227	False	canonical_or_unversioned_accession	ARHGAP23	5	Q9P227	Maron2021	False
Q9P253	Q9P253	Q9P253	False	canonical_or_unversioned_accession	VPS18	1	Q9P253	Maron2021	False
Q9P258	Q9P258	Q9P258	False	canonical_or_unversioned_accession	RCC2	6	Q9P258	Maron2021	False
Q9P266	Q9P266	Q9P266	False	canonical_or_unversioned_accession	KIAA1462	2	Q9P266	Maron2021	False
Q9P270	Q9P270	Q9P270	False	canonical_or_unversioned_accession	SLAIN2	6	Q9P270	Maron2021;human_ptm_master	False
Q9P278	Q9P278	Q9P278	False	canonical_or_unversioned_accession	FNIP2	1	Q9P278	Maron2021	False
Q9P281	Q9P281	Q9P281	False	canonical_or_unversioned_accession	BAHCC1	4	Q9P281	Maron2021	False
Q9P286	Q9P286	Q9P286	False	canonical_or_unversioned_accession	PAK5	1	Q9P286	Maron2021	False
Q9P287	Q9P287	Q9P287	False	canonical_or_unversioned_accession	BCCIP	2	Q9P287	Maron2021	False
Q9P289	Q9P289	Q9P289	False	canonical_or_unversioned_accession	STK26	1	Q9P289	Maron2021	False
Q9P291	Q9P291	Q9P291	False	canonical_or_unversioned_accession	ARMCX1	1	Q9P291	Maron2021	False
Q9P2B2	Q9P2B2	Q9P2B2	False	canonical_or_unversioned_accession	PTGFRN	1	Q9P2B2	Maron2021	False
Q9P2B4	Q9P2B4	Q9P2B4	False	canonical_or_unversioned_accession	CTTNBP2NL	1	Q9P2B4	Maron2021	False
Q9P2D0	Q9P2D0	Q9P2D0	False	canonical_or_unversioned_accession	IBTK	2	Q9P2D0	Maron2021	False
Q9P2D1	Q9P2D1	Q9P2D1	False	canonical_or_unversioned_accession	CHD7	13	Q9P2D1	Maron2021;ProMetheusDB;human_ptm_master	False
Q9P2D3	Q9P2D3	Q9P2D3	False	canonical_or_unversioned_accession	HEATR5B	1	Q9P2D3	Maron2021	False
Q9P2E3	Q9P2E3	Q9P2E3	False	canonical_or_unversioned_accession	ZNFX1	2	Q9P2E3	Maron2021;ProMetheusDB	False
Q9P2E8	Q9P2E8	Q9P2E8	False	canonical_or_unversioned_accession	MARCHF4	1	Q9P2E8	Maron2021	False
Q9P2F5	Q9P2F5	Q9P2F5	False	canonical_or_unversioned_accession	STOX2	1	Q9P2F5	Maron2021	False
Q9P2I0	Q9P2I0	Q9P2I0	False	canonical_or_unversioned_accession	CPSF2	1	Q9P2I0	Maron2021	False
Q9P2J2	Q9P2J2	Q9P2J2	False	canonical_or_unversioned_accession	IGSF9	1	Q9P2J2	Maron2021	False
Q9P2J5	Q9P2J5	Q9P2J5	False	canonical_or_unversioned_accession	LARS	6	Q9P2J5	Maron2021	False
Q9P2J9	Q9P2J9	Q9P2J9	False	canonical_or_unversioned_accession	PDP2	1	Q9P2J9	Maron2021	False
Q9P2K1	Q9P2K1	Q9P2K1	False	canonical_or_unversioned_accession	CC2D2A	2	Q9P2K1	Maron2021	False
Q9P2K3	Q9P2K3	Q9P2K3	False	canonical_or_unversioned_accession	RCOR3	4	Q9P2K3	Maron2021;human_ptm_master	False
Q9P2K5	Q9P2K5	Q9P2K5	False	canonical_or_unversioned_accession	MYEF2	2	Q9P2K5	Maron2021	False
Q9P2K8	Q9P2K8	Q9P2K8	False	canonical_or_unversioned_accession	EIF2AK4	3	Q9P2K8	Maron2021	False
Q9P2L0	Q9P2L0	Q9P2L0	False	canonical_or_unversioned_accession	WDR35	1	Q9P2L0	Maron2021	False
Q9P2M7	Q9P2M7	Q9P2M7	False	canonical_or_unversioned_accession	CGN	6	Q9P2M7	Maron2021	False
Q9P2N2	Q9P2N2	Q9P2N2	False	canonical_or_unversioned_accession	ARHGAP28	2	Q9P2N2	Maron2021	False
Q9P2N5	Q9P2N5	Q9P2N5	False	canonical_or_unversioned_accession	RBM27	15	Q9P2N5	Maron2021;ProMetheusDB;human_ptm_master	False
Q9P2N6	Q9P2N6	Q9P2N6	False	canonical_or_unversioned_accession	KANSL3	3	Q9P2N6	Maron2021	False
Q9P2N7	Q9P2N7	Q9P2N7	False	canonical_or_unversioned_accession	KLHL13	1	Q9P2N7	Maron2021	False
Q9P2P6	Q9P2P6	Q9P2P6	False	canonical_or_unversioned_accession	STARD9	1	Q9P2P6	Maron2021	False
Q9P2R3	Q9P2R3	Q9P2R3	False	canonical_or_unversioned_accession	ANKFY1	1	Q9P2R3	Maron2021	False
Q9P2R6	Q9P2R6	Q9P2R6	False	canonical_or_unversioned_accession	RERE	7	Q9P2R6	Maron2021;ProMetheusDB	False
Q9P2R7	Q9P2R7	Q9P2R7	False	canonical_or_unversioned_accession	SUCLA2	1	Q9P2R7	Maron2021	False
Q9P2Y4	Q9P2Y4	Q9P2Y4	False	canonical_or_unversioned_accession	ZNF219	1	Q9P2Y4	Maron2021	False
Q9UBB4	Q9UBB4	Q9UBB4	False	canonical_or_unversioned_accession	ATXN10	2	Q9UBB4	Maron2021	False
Q9UBB5	Q9UBB5	Q9UBB5	False	canonical_or_unversioned_accession	MBD2	5	Q9UBB5	Maron2021	False
Q9UBB9	Q9UBB9	Q9UBB9	False	canonical_or_unversioned_accession	TFIP11	2	Q9UBB9	Maron2021	False
Q9UBC1	Q9UBC1	Q9UBC1	False	canonical_or_unversioned_accession	NFKBIL1	4	Q9UBC1	Maron2021	False
Q9UBC3	Q9UBC3	Q9UBC3	False	canonical_or_unversioned_accession	DNMT3B	2	Q9UBC3	Maron2021;ProMetheusDB	False
Q9UBE0	Q9UBE0	Q9UBE0	False	canonical_or_unversioned_accession	SAE1	2	Q9UBE0	Maron2021	False
Q9UBF2	Q9UBF2	Q9UBF2	False	canonical_or_unversioned_accession	COPG2	2	Q9UBF2	Maron2021	False
Q9UBI9	Q9UBI9	Q9UBI9	False	canonical_or_unversioned_accession	HECA	2	Q9UBI9	Maron2021	False
Q9UBL0	Q9UBL0	Q9UBL0	False	canonical_or_unversioned_accession	ARPP21	2	Q9UBL0	Maron2021;human_ptm_master	False
Q9UBL3	Q9UBL3	Q9UBL3	False	canonical_or_unversioned_accession	ASH2L	3	Q9UBL3	Maron2021;human_ptm_master	False
Q9UBP0	Q9UBP0	Q9UBP0	False	canonical_or_unversioned_accession	SPAST	3	Q9UBP0	Maron2021	False
Q9UBP6	Q9UBP6	Q9UBP6	False	canonical_or_unversioned_accession	METTL1	1	Q9UBP6	Maron2021	False
Q9UBQ6	Q9UBQ6	Q9UBQ6	False	canonical_or_unversioned_accession	EXTL2	1	Q9UBQ6	Maron2021	False
Q9UBR4	Q9UBR4	Q9UBR4	False	canonical_or_unversioned_accession	LHX3	3	Q9UBR4	Maron2021	False
Q9UBS3	Q9UBS3	Q9UBS3	False	canonical_or_unversioned_accession	DNAJB9	1	Q9UBS3	Maron2021	False
Q9UBS4	Q9UBS4	Q9UBS4	False	canonical_or_unversioned_accession	DNAJB11	1	Q9UBS4	Maron2021	False
Q9UBT2	Q9UBT2	Q9UBT2	False	canonical_or_unversioned_accession	UBA2	1	Q9UBT2	Maron2021	False
Q9UBT7	Q9UBT7	Q9UBT7	False	canonical_or_unversioned_accession	CTNNAL1	1	Q9UBT7	Maron2021	False
Q9UBU6	Q9UBU6	Q9UBU6	False	canonical_or_unversioned_accession	FAM8A1	1	Q9UBU6	Maron2021	False
Q9UBU9	Q9UBU9	Q9UBU9	False	canonical_or_unversioned_accession	NXF1	4	Q9UBU9	Maron2021	False
Q9UBV8	Q9UBV8	Q9UBV8	False	canonical_or_unversioned_accession	PEF1	1	Q9UBV8	Maron2021	False
Q9UBW8	Q9UBW8	Q9UBW8	False	canonical_or_unversioned_accession	COPS7A	2	Q9UBW8	Maron2021	False
Q9UD71	Q9UD71	Q9UD71	False	canonical_or_unversioned_accession	PPP1R1B	1	Q9UD71	Maron2021;ProMetheusDB	False
Q9UDT6	Q9UDT6	Q9UDT6	False	canonical_or_unversioned_accession	CLIP2	1	Q9UDT6	Maron2021	False
Q9UDX3	Q9UDX3	Q9UDX3	False	canonical_or_unversioned_accession	SEC14L4	1	Q9UDX3	Maron2021	False
Q9UDX5	Q9UDX5	Q9UDX5	False	canonical_or_unversioned_accession	MTFP1	1	Q9UDX5	Maron2021	False
Q9UDY4	Q9UDY4	Q9UDY4	False	canonical_or_unversioned_accession	DNAJB4	1	Q9UDY4	Maron2021	False
Q9UEE5	Q9UEE5	Q9UEE5	False	canonical_or_unversioned_accession	STK17A	1	Q9UEE5	Maron2021	False
Q9UEE9	Q9UEE9	Q9UEE9	False	canonical_or_unversioned_accession	CFDP1	2	Q9UEE9	Maron2021	False
Q9UEG4	Q9UEG4	Q9UEG4	False	canonical_or_unversioned_accession	ZNF629	3	Q9UEG4	Maron2021	False
Q9UEU0	Q9UEU0	Q9UEU0	False	canonical_or_unversioned_accession	VTI1B	3	Q9UEU0	Maron2021;human_ptm_master	False
Q9UEY8	Q9UEY8	Q9UEY8	False	canonical_or_unversioned_accession	ADD3	2	Q9UEY8	Maron2021	False
Q9UF33	Q9UF33	Q9UF33	False	canonical_or_unversioned_accession	EPHA6	1	Q9UF33	Maron2021	False
Q9UF83	Q9UF83	Q9UF83	False	canonical_or_unversioned_accession	LOC100271840	4	Q9UF83	Maron2021	False
Q9UFD9	Q9UFD9	Q9UFD9	False	canonical_or_unversioned_accession	RIMBP3	1	Q9UFD9	Maron2021	False
Q9UFH2	Q9UFH2	Q9UFH2	False	canonical_or_unversioned_accession	DNAH17	1	Q9UFH2	Maron2021	False
Q9UFP1	Q9UFP1	Q9UFP1	False	canonical_or_unversioned_accession	FAM198A	1	Q9UFP1	Maron2021	False
Q9UFW8	Q9UFW8	Q9UFW8	False	canonical_or_unversioned_accession	CGGBP1	1	Q9UFW8	Maron2021	False
Q9UG01	Q9UG01	Q9UG01	False	canonical_or_unversioned_accession	IFT172	2	Q9UG01	Maron2021	False
Q9UG63	Q9UG63	Q9UG63	False	canonical_or_unversioned_accession	ABCF2	1	Q9UG63	Maron2021	False
Q9UGC7	Q9UGC7	Q9UGC7	False	canonical_or_unversioned_accession	MTRF1L	1	Q9UGC7	Maron2021	False
Q9UGL9	Q9UGL9	Q9UGL9	False	canonical_or_unversioned_accession	CRCT1	1	Q9UGL9	Maron2021	False
Q9UGP4	Q9UGP4	Q9UGP4	False	canonical_or_unversioned_accession	LIMD1	5	Q9UGP4	Maron2021	False
Q9UGP8	Q9UGP8	Q9UGP8	False	canonical_or_unversioned_accession	SEC63	3	Q9UGP8	Maron2021	False
Q9UGU0	Q9UGU0	Q9UGU0	False	canonical_or_unversioned_accession	TCF20	2	Q9UGU0	Maron2021;human_ptm_master	False
Q9UGY1	Q9UGY1	Q9UGY1	False	canonical_or_unversioned_accession	NOL12	1	Q9UGY1	Maron2021	False
Q9UH17	Q9UH17	Q9UH17	False	canonical_or_unversioned_accession	APOBEC3B	1	Q9UH17	Maron2021	False
Q9UH62	Q9UH62	Q9UH62	False	canonical_or_unversioned_accession	ARMCX3	2	Q9UH62	Maron2021	False
Q9UH92	Q9UH92	Q9UH92	False	canonical_or_unversioned_accession	MLX	3	Q9UH92	Maron2021	False
Q9UHA3	Q9UHA3	Q9UHA3	False	canonical_or_unversioned_accession	RSL24D1	1	Q9UHA3	Maron2021	False
Q9UHB7	Q9UHB7	Q9UHB7	False	canonical_or_unversioned_accession	AFF4	3	Q9UHB7	Maron2021	False
Q9UHB9	Q9UHB9	Q9UHB9	False	canonical_or_unversioned_accession	SRP68	1	Q9UHB9	Maron2021	False
Q9UHC1	Q9UHC1	Q9UHC1	False	canonical_or_unversioned_accession	MLH3	1	Q9UHC1	Maron2021	False
Q9UHC7	Q9UHC7	Q9UHC7	False	canonical_or_unversioned_accession	MKRN1	1	Q9UHC7	Maron2021	False
Q9UHD1	Q9UHD1	Q9UHD1	False	canonical_or_unversioned_accession	CHORDC1	2	Q9UHD1	Maron2021	False
Q9UHD8	Q9UHD8	Q9UHD8	False	canonical_or_unversioned_accession	SEPTIN9	5	Q9UHD8	Maron2021	False
Q9UHD9	Q9UHD9	Q9UHD9	False	canonical_or_unversioned_accession	UBQLN2	2	Q9UHD9	Maron2021	False
Q9UHF3	Q9UHF3	Q9UHF3	False	canonical_or_unversioned_accession	NAT8B	1	Q9UHF3	Maron2021	False
Q9UHI6	Q9UHI6	Q9UHI6	False	canonical_or_unversioned_accession	DDX20	1	Q9UHI6	Maron2021	False
Q9UHJ6	Q9UHJ6	Q9UHJ6	False	canonical_or_unversioned_accession	SHPK	1	Q9UHJ6	Maron2021	False
Q9UHK0	Q9UHK0	Q9UHK0	False	canonical_or_unversioned_accession	NUFIP1	1	Q9UHK0	Maron2021	False
Q9UHQ4	Q9UHQ4	Q9UHQ4	False	canonical_or_unversioned_accession	BCAP29	1	Q9UHQ4	Maron2021	False
Q9UHR4	Q9UHR4	Q9UHR4	False	canonical_or_unversioned_accession	BAIAP2L1	2	Q9UHR4	Maron2021	False
Q9UHR5	Q9UHR5	Q9UHR5	False	canonical_or_unversioned_accession	SAP30BP	1	Q9UHR5	Maron2021	False
Q9UHR6	Q9UHR6	Q9UHR6	False	canonical_or_unversioned_accession	ZNHIT2	2	Q9UHR6	Maron2021	False
Q9UHV7	Q9UHV7	Q9UHV7	False	canonical_or_unversioned_accession	MED13	2	Q9UHV7	Maron2021	False
Q9UHV9	Q9UHV9	Q9UHV9	False	canonical_or_unversioned_accession	PFDN2	1	Q9UHV9	Maron2021	False
Q9UHW9	Q9UHW9	Q9UHW9	False	canonical_or_unversioned_accession	SLC12A6	1	Q9UHW9	Maron2021	False
Q9UHX1	Q9UHX1	Q9UHX1	False	canonical_or_unversioned_accession	PUF60	1	Q9UHX1	ProMetheusDB	False
Q9UI10	Q9UI10	Q9UI10	False	canonical_or_unversioned_accession	EIF2B4	1	Q9UI10	Maron2021	False
Q9UI14	Q9UI14	Q9UI14	False	canonical_or_unversioned_accession	RABAC1	1	Q9UI14	Maron2021	False
Q9UI15	Q9UI15	Q9UI15	False	canonical_or_unversioned_accession	TAGLN3	1	Q9UI15	Maron2021	False
Q9UI30	Q9UI30	Q9UI30	False	canonical_or_unversioned_accession	TRMT112	3	Q9UI30	Maron2021	False
Q9UIA9	Q9UIA9	Q9UIA9	False	canonical_or_unversioned_accession	XPO7	1	Q9UIA9	Maron2021	False
Q9UID3	Q9UID3	Q9UID3	False	canonical_or_unversioned_accession	FFR	2	Q9UID3	Maron2021	False
Q9UID6	Q9UID6	Q9UID6	False	canonical_or_unversioned_accession	ZNF639	1	Q9UID6	Maron2021	False
