canonical_UniProtAC	substrate_genename	methyl_site_count	arginine_count	other_methyl	other_arg	odds_ratio	log2_odds_ratio	p_value	q_value	expected_global_rate	posterior_rate	shrinkage_log2_enrichment	binom_p_value	binom_q_value	protein_length	label
Q13635	PTCH1	2	79	12843	642702	1.58197129965327	0.6617234264709498	0.6730250374304146	0.7747294686084337	0.01998347804306599	0.02149353264735913	0.10509492143246707	0.6730335658350841	0.7747392857861762	1447	PTCH1 (Q13635)
Q16584	MAP3K11	2	79	12843	642702	1.58197129965327	0.6617234264709498	0.6730250374304146	0.7747294686084337	0.01998347804306599	0.02149353264735913	0.10509492143246707	0.6730335658350841	0.7747392857861762	847	MAP3K11 (Q16584)
Q5TCZ1	SH3PXD2A	2	79	12843	642702	1.58197129965327	0.6617234264709498	0.6730250374304146	0.7747294686084337	0.01998347804306599	0.02149353264735913	0.10509492143246707	0.6730335658350841	0.7747392857861762	1133	SH3PXD2A (Q5TCZ1)
Q5VTR2	RNF20	2	79	12843	642702	1.58197129965327	0.6617234264709498	0.6730250374304146	0.7747294686084337	0.01998347804306599	0.02149353264735913	0.10509492143246707	0.6730335658350841	0.7747392857861762	975	RNF20 (Q5VTR2)
Q8TF17	SH3TC2	2	79	12843	642702	1.58197129965327	0.6617234264709498	0.6730250374304146	0.7747294686084337	0.01998347804306599	0.02149353264735913	0.10509492143246707	0.6730335658350841	0.7747392857861762	1288	SH3TC2 (Q8TF17)
Q9HAU0	PLEKHA5	2	79	12843	642702	1.58197129965327	0.6617234264709498	0.6730250374304146	0.7747294686084337	0.01998347804306599	0.02149353264735913	0.10509492143246707	0.6730335658350841	0.7747392857861762	1116	PLEKHA5 (Q9HAU0)
O15021	MAST4	4	173	12841	642608	1.3019889538171145	0.3807172086104058	0.7811444903980942	0.8713882867086132	0.01998347804306599	0.021438862221483106	0.10142064259626027	0.7811683113977419	0.871414859692646	2623	MAST4 (O15021)
A6NFI3	ZNF316	2	80	12843	642701	1.5618163193902885	0.6432247923487953	0.6755032190132833	0.7764646582143104	0.01998347804306599	0.021416770030761423	0.09993321631668836	0.675511384701811	0.776474044355447	1004	ZNF316 (A6NFI3)
O75182	SIN3B	2	80	12843	642701	1.5618163193902885	0.6432247923487953	0.6755032190132833	0.7764646582143104	0.01998347804306599	0.021416770030761423	0.09993321631668836	0.675511384701811	0.776474044355447	1162	SIN3B (O75182)
P08069	IGF1R	2	80	12843	642701	1.5618163193902885	0.6432247923487953	0.6755032190132833	0.7764646582143104	0.01998347804306599	0.021416770030761423	0.09993321631668836	0.675511384701811	0.776474044355447	1367	IGF1R (P08069)
Q14203	DCTN1	2	80	12843	642701	1.5618163193902885	0.6432247923487953	0.6755032190132833	0.7764646582143104	0.01998347804306599	0.021416770030761423	0.09993321631668836	0.675511384701811	0.776474044355447	1278	DCTN1 (Q14203)
Q8IY18	SMC5	2	80	12843	642701	1.5618163193902885	0.6432247923487953	0.6755032190132833	0.7764646582143104	0.01998347804306599	0.021416770030761423	0.09993321631668836	0.675511384701811	0.776474044355447	1101	SMC5 (Q8IY18)
Q8NHY3	GAS2L2	2	80	12843	642701	1.5618163193902885	0.6432247923487953	0.6755032190132833	0.7764646582143104	0.01998347804306599	0.021416770030761423	0.09993321631668836	0.675511384701811	0.776474044355447	880	GAS2L2 (Q8NHY3)
O75420	GIGYF1	2	81	12843	642700	1.5421683826559356	0.6249602954476652	0.6780129468139684	0.7789763303232545	0.01998347804306599	0.021340553767306755	0.09478991304072877	0.6780207432686078	0.7789852877534233	1035	GIGYF1 (O75420)
Q8NI35	INADL	2	81	12843	642700	1.5421683826559356	0.6249602954476652	0.6780129468139684	0.7789763303232545	0.01998347804306599	0.021340553767306755	0.09478991304072877	0.6780207432686078	0.7789852877534233	1801	INADL (Q8NI35)
P06213	INSR	2	82	12843	642699	1.5230085934180884	0.6069240821053654	0.6805519702909626	0.7811453971361706	0.01998347804306599	0.021264878044727653	0.08966488086286144	0.6805593914989805	0.7811539152842878	1382	INSR (P06213)
P54098	POLG	2	82	12843	642699	1.5230085934180884	0.6069240821053654	0.6805519702909626	0.7811453971361706	0.01998347804306599	0.021264878044727653	0.08966488086286144	0.6805593914989805	0.7811539152842878	1239	POLG (P54098)
Q9UHV7	MED13	2	82	12843	642699	1.5230085934180884	0.6069240821053654	0.6805519702909626	0.7811453971361706	0.01998347804306599	0.021264878044727653	0.08966488086286144	0.6805593914989805	0.7811539152842878	2174	MED13 (Q9UHV7)
Q9UPS8	ANKRD26	2	82	12843	642699	1.5230085934180884	0.6069240821053654	0.6805519702909626	0.7811453971361706	0.01998347804306599	0.021264878044727653	0.08966488086286144	0.6805593914989805	0.7811539152842878	1710	ANKRD26 (Q9UPS8)
Q9BXM0	PRX	2	83	12843	642698	1.5043189830572434	0.58911051547323	0.6831181164051134	0.7839033573955378	0.01998347804306599	0.021189737132908826	0.08455799042977263	0.6831251566885007	0.783911436381663	1461	PRX (Q9BXM0)
O75970	MPDZ	2	84	12843	642697	1.4860824541596918	0.5715141649391804	0.6857092872242335	0.7863127525421976	0.01998347804306599	0.021115125382440838	0.0794691137569728	0.685715941272604	0.7863203828356576	2070	MPDZ (O75970)
P25940	COL5A3	2	84	12843	642697	1.4860824541596918	0.5715141649391804	0.6857092872242335	0.7863127525421976	0.01998347804306599	0.021115125382440838	0.0794691137569728	0.685715941272604	0.7863203828356576	1745	COL5A3 (P25940)
P35573	AGL	2	84	12843	642697	1.4860824541596918	0.5715141649391804	0.6857092872242335	0.7863127525421976	0.01998347804306599	0.021115125382440838	0.0794691137569728	0.685715941272604	0.7863203828356576	1532	AGL (P35573)
Q9P281	BAHCC1	4	179	12841	642602	1.2574645305634675	0.3305177063513727	0.7851024768412733	0.8755999968304138	0.01998347804306599	0.021099460708741948	0.07839842468040632	0.7851248288714604	0.8756249253437459	2639	BAHCC1 (Q9P281)
O94966	USP19	2	85	12843	642696	1.4682827283495063	0.5541297961879957	0.6883234577354228	0.7885567614400321	0.01998347804306599	0.021041037223204204	0.07439812420955083	0.6883297206911286	0.7885639364040884	1318	USP19 (O94966)
O95886	DLGAP3	2	85	12843	642696	1.4682827283495063	0.5541297961879957	0.6883234577354228	0.7885567614400321	0.01998347804306599	0.021041037223204204	0.07439812420955083	0.6883297206911286	0.7885639364040884	979	DLGAP3 (O95886)
Q8NFW1	COL22A1	2	85	12843	642696	1.4682827283495063	0.5541297961879957	0.6883234577354228	0.7885567614400321	0.01998347804306599	0.021041037223204204	0.07439812420955083	0.6883297206911286	0.7885639364040884	1626	COL22A1 (Q8NFW1)
Q99666	RGPD6	2	85	12843	642696	1.4682827283495063	0.5541297961879957	0.6883234577354228	0.7885567614400321	0.01998347804306599	0.021041037223204204	0.07439812420955083	0.6883297206911286	0.7885639364040884	1765	RGPD6 (Q99666)
O43426	SYNJ1	2	86	12843	642695	1.4509042978247695	0.5369523618532792	0.6909586741300029	0.7911979663922414	0.01998347804306599	0.02096746716298321	0.06934489648326536	0.69096454130819	0.7912046847382496	1573	SYNJ1 (O43426)
P29597	TYK2	2	86	12843	642695	1.4509042978247695	0.5369523618532792	0.6909586741300029	0.7911979663922414	0.01998347804306599	0.02096746716298321	0.06934489648326536	0.69096454130819	0.7912046847382496	1187	TYK2 (P29597)
O14715	RGPD8	2	87	12843	642694	1.433932380294763	0.5199769927193444	0.6936130511330519	0.7938585815376857	0.01998347804306599	0.020894409786108705	0.06430930658596729	0.6936185183860384	0.7938648389541136	1765	RGPD8 (O14715)
Q99490	AGAP2	2	87	12843	642694	1.433932380294763	0.5199769927193444	0.6936130511330519	0.7938585815376857	0.01998347804306599	0.020894409786108705	0.06430930658596729	0.6936185183860384	0.7938648389541136	1192	AGAP2 (Q99490)
Q6P0Q8	MAST2	3	135	12842	642646	1.2954132982689404	0.3734124594830628	0.7534992517495904	0.8438839927995996	0.01998347804306599	0.020885658533173725	0.06370493278269715	0.7535138116444928	0.8439002992023154	1798	MAST2 (Q6P0Q8)
P26640	VARS	2	88	12843	642693	1.4173528770429071	0.5031989894346598	0.6962847706755476	0.796726422144004	0.01998347804306599	0.02082185975212916	0.05929123181934248	0.6962898341115775	0.7967322159993946	1264	VARS (P26640)
Q5TAX3	ZCCHC11	2	89	12843	642692	1.4011523338653793	0.48661381470156106	0.69897207950807	0.7994201643372804	0.01998347804306599	0.020749811794509337	0.054290550760976226	0.6989767356742363	0.7994254896331412	1644	ZCCHC11 (Q5TAX3)
Q9BY12	SCAPER	2	89	12843	642692	1.4011523338653793	0.48661381470156106	0.69897207950807	0.7994201643372804	0.01998347804306599	0.020749811794509337	0.054290550760976226	0.6989767356742363	0.7994254896331412	1400	SCAPER (Q9BY12)
Q7Z333	SETX	3	138	12842	642643	1.2667265271056447	0.3411050954544649	0.757518820428559	0.8481877786366436	0.01998347804306599	0.02070028286571952	0.05084278184564769	0.7575323138431618	0.8482028871053041	2677	SETX (Q7Z333)
O00159	MYO1C	2	90	12843	642691	1.3853179046579651	0.4702170859097613	0.7016732877535425	0.8017452637926787	0.01998347804306599	0.020678260719355857	0.04930714324672034	0.7016775333939419	0.8017501149422683	1063	MYO1C (O00159)
Q10570	CPSF1	2	90	12843	642691	1.3853179046579651	0.4702170859097613	0.7016732877535425	0.8017452637926787	0.01998347804306599	0.020678260719355857	0.04930714324672034	0.7016775333939419	0.8017501149422683	1443	CPSF1 (Q10570)
Q5VWQ8	DAB2IP	2	90	12843	642691	1.3853179046579651	0.4702170859097613	0.7016732877535425	0.8017452637926787	0.01998347804306599	0.020678260719355857	0.04930714324672034	0.7016775333939419	0.8017501149422683	1189	DAB2IP (Q5VWQ8)
Q9ULD4	BRPF3	2	90	12843	642691	1.3853179046579651	0.4702170859097613	0.7016732877535425	0.8017452637926787	0.01998347804306599	0.020678260719355857	0.04930714324672034	0.7016775333939419	0.8017501149422683	1205	BRPF3 (Q9ULD4)
Q68DN1	C2orf16	4	187	12841	642594	1.2026279111884037	0.2661903468212562	0.791370844649897	0.882385846532262	0.01998347804306599	0.020663296146287334	0.04826270670708779	0.7913908301751036	0.8824081305786065	1984	C2orf16 (Q68DN1)
Q14244	MAP7	2	91	12843	642690	1.3698373174440128	0.45400456818373464	0.7043867666361483	0.8044626589925931	0.01998347804306599	0.020607201404169065	0.04434089035337098	0.7043905988979513	0.8044670357237669	749	MAP7 (Q14244)
Q5H9F3	BCORL1	2	91	12843	642690	1.3698373174440128	0.45400456818373464	0.7043867666361483	0.8044626589925931	0.01998347804306599	0.020607201404169065	0.04434089035337098	0.7043905988979513	0.8044670357237669	1785	BCORL1 (Q5H9F3)
Q9BYW2	SETD2	3	140	12842	642641	1.248297449873467	0.31996174696126994	0.7602895569281503	0.8510915753902947	0.01998347804306599	0.02057851649592117	0.04233128199013023	0.7603023118446312	0.851105853637132	2564	SETD2 (Q9BYW2)
Q4ZG55	GREB1	2	92	12843	642689	1.3546988426546782	0.4379721678163813	0.7071109470275803	0.8073817356139323	0.01998347804306599	0.02053662879662054	0.03939167438163768	0.707114363345343	0.8073856363774212	1949	GREB1 (Q4ZG55)
P55196	MLLT4	3	141	12842	642640	1.2392825041515894	0.3095050986011255	0.7616999604974293	0.852471574260066	0.01998347804306599	0.020518168940214656	0.03809428910365953	0.7617123385031144	0.8524854273499175	1824	MLLT4 (P55196)
Q2TAC6	KIF19	2	93	12843	642688	1.3398912634891542	0.4221159260635032	0.7098443175520998	0.8099246029321272	0.01998347804306599	0.020466537913355624	0.03445937883940701	0.7098473156979801	0.8099280237837866	998	KIF19 (Q2TAC6)
Q8IWY9	CDAN1	2	93	12843	642688	1.3398912634891542	0.4221159260635032	0.7098443175520998	0.8099246029321272	0.01998347804306599	0.020466537913355624	0.03445937883940701	0.7098473156979801	0.8099280237837866	1227	CDAN1 (Q8IWY9)
Q9UG01	IFT172	2	93	12843	642688	1.3398912634891542	0.4221159260635032	0.7098443175520998	0.8099246029321272	0.01998347804306599	0.020466537913355624	0.03445937883940701	0.7098473156979801	0.8099280237837866	1749	IFT172 (Q9UG01)
O00411	POLRMT	2	94	12843	642687	1.3254038481974793	0.4064320132755556	0.7125854229476956	0.8122796780821832	0.01998347804306599	0.020396923838820403	0.029543888425290567	0.7125880010368109	0.8122826168588255	1230	POLRMT (O00411)
Q14147	DHX34	2	94	12843	642687	1.3254038481974793	0.4064320132755556	0.7125854229476956	0.8122796780821832	0.01998347804306599	0.020396923838820403	0.029543888425290567	0.7125880010368109	0.8122826168588255	1143	DHX34 (Q14147)
Q6XZF7	DNMBP	2	94	12843	642687	1.3254038481974793	0.4064320132755556	0.7125854229476956	0.8122796780821832	0.01998347804306599	0.020396923838820403	0.029543888425290567	0.7125880010368109	0.8122826168588255	1577	DNMBP (Q6XZF7)
Q8N2Y8	RUSC2	2	94	12843	642687	1.3254038481974793	0.4064320132755556	0.7125854229476956	0.8122796780821832	0.01998347804306599	0.020396923838820403	0.029543888425290567	0.7125880010368109	0.8122826168588255	1516	RUSC2 (Q8N2Y8)
Q07864	POLE	3	144	12842	642637	1.2130021853510629	0.2785821496276738	0.766022576010659	0.856909636893975	0.01998347804306599	0.020339231420387203	0.025457463425734208	0.7660337960253636	0.8569221881411935	2286	POLE (Q07864)
Q7RTP6	MICAL3	3	144	12842	642637	1.2130021853510629	0.2785821496276738	0.766022576010659	0.856909636893975	0.01998347804306599	0.020339231420387203	0.025457463425734208	0.7660337960253636	0.8569221881411935	2002	MICAL3 (Q7RTP6)
Q9UPV0	CEP164	2	95	12843	642686	1.31122632414199	0.3909167233449166	0.7153328625059635	0.8152178596927377	0.01998347804306599	0.020327781724112537	0.024645089012451417	0.7153350189223777	0.8152203172188294	1460	CEP164 (Q9UPV0)
P55268	LAMB2	3	145	12842	642636	1.2044879768039918	0.2684199926699251	0.7674915653997122	0.8581528477057826	0.01998347804306599	0.020280277126415065	0.02126966646230051	0.7675023909522379	0.8581649520456174	1798	LAMB2 (P55268)
Q709C8	VPS13C	3	145	12842	642636	1.2044879768039918	0.2684199926699251	0.7674915653997122	0.8581528477057826	0.01998347804306599	0.020280277126415065	0.02126966646230051	0.7675023909522379	0.8581649520456174	3753	VPS13C (Q709C8)
A6NHR9	SMCHD1	2	96	12843	642685	1.2973488535056643	0.3755664684485293	0.7180852883727976	0.8175780068567154	0.01998347804306599	0.020259106785855397	0.019762867632704913	0.7180870217984392	0.8175799804533119	2005	SMCHD1 (A6NHR9)
P11047	LAMC1	2	96	12843	642685	1.2973488535056643	0.3755664684485293	0.7180852883727976	0.8175780068567154	0.01998347804306599	0.020259106785855397	0.019762867632704913	0.7180870217984392	0.8175799804533119	1609	LAMC1 (P11047)
Q5SYE7	NHSL1	2	96	12843	642685	1.2973488535056643	0.3755664684485293	0.7180852883727976	0.8175780068567154	0.01998347804306599	0.020259106785855397	0.019762867632704913	0.7180870217984392	0.8175799804533119	1610	NHSL1 (Q5SYE7)
Q8TES7	FBF1	2	96	12843	642685	1.2973488535056643	0.3755664684485293	0.7180852883727976	0.8175780068567154	0.01998347804306599	0.020259106785855397	0.019762867632704913	0.7180870217984392	0.8175799804533119	1133	FBF1 (Q8TES7)
Q9NU22	MDN1	6	295	12839	642486	1.1010680487896907	0.13890363385929624	0.8354707053286018	0.9302607691118236	0.01998347804306599	0.020195344663865047	0.01521506781982844	0.8354976094769969	0.9302907257262433	5596	MDN1 (Q9NU22)
P78524	ST5	2	97	12843	642684	1.283762010526644	0.36037777406726534	0.7208414040314005	0.8203267483866946	0.01998347804306599	0.020190894305094943	0.014897112460888953	0.7208427134376397	0.8203282385077622	1137	ST5 (P78524)
Q13233	MAP3K1	2	97	12843	642684	1.283762010526644	0.36037777406726534	0.7208414040314005	0.8203267483866946	0.01998347804306599	0.020190894305094943	0.014897112460888953	0.7208427134376397	0.8203282385077622	1512	MAP3K1 (Q13233)
Q149N8	SHPRH	2	98	12843	642683	1.2704567601482253	0.345347274264709	0.723599962812211	0.8225179198667691	0.01998347804306599	0.020123139626218783	0.010047712799493272	0.7236008474281818	0.8225415277753025	1683	SHPRH (Q149N8)
Q86VF7	NRAP	2	98	12843	642683	1.2704567601482253	0.345347274264709	0.723599962812211	0.8225179198667691	0.01998347804306599	0.020123139626218783	0.010047712799493272	0.7236008474281818	0.8225415277753025	1730	NRAP (Q86VF7)
Q8IXZ2	ZC3H3	2	98	12843	642683	1.2704567601482253	0.345347274264709	0.723599962812211	0.8225179198667691	0.01998347804306599	0.020123139626218783	0.010047712799493272	0.7236008474281818	0.8225415277753025	948	ZC3H3 (Q8IXZ2)
P48681	NES	2	99	12843	642682	1.257424437982697	0.3304717072093173	0.7263597662065588	0.8225179198667691	0.01998347804306599	0.020055838155896982	0.005214559063549882	0.7263602257004853	0.8225415277753025	1621	NES (P48681)
Q8N1W1	ARHGEF28	2	99	12843	642682	1.257424437982697	0.3304717072093173	0.7263597662065588	0.8225179198667691	0.01998347804306599	0.020055838155896982	0.005214559063549882	0.7263602257004853	0.8225415277753025	1705	ARHGEF28 (Q8N1W1)
Q6R327	RICTOR	2	100	12843	642681	1.2446567314956567	0.31574791092505344	1.0	1.0	0.01998347804306599	0.019988985362043993	0.00039754276577408647	1.0	1.0	1708	RICTOR (Q6R327)
Q8IZC6	COL27A1	2	101	12843	642680	1.2321456623249387	0.3011728192566458	1.0	1.0	0.01998347804306599	0.019922576772801324	-0.004403443498047161	1.0	1.0	1860	COL27A1 (Q8IZC6)
Q7Z5J4	RAI1	2	102	12843	642679	1.2198835696551307	0.2867434580365943	1.0	1.0	0.01998347804306599	0.01985660797554039	-0.00918850606342417	1.0	1.0	1906	RAI1 (Q7Z5J4)
A1KZ92	PXDNL	2	103	12843	642678	1.2078630945748756	0.2724569414419383	1.0	1.0	0.01998347804306599	0.01979107461588514	-0.013957750211296202	1.0	1.0	1463	PXDNL (A1KZ92)
Q7Z591	AKNA	2	103	12843	642678	1.2078630945748756	0.2724569414419383	1.0	1.0	0.01998347804306599	0.01979107461588514	-0.013957750211296202	1.0	1.0	1439	AKNA (Q7Z591)
O60333	KIF1B	2	104	12843	642677	1.1960771653498448	0.25831046852962297	1.0	1.0	0.01998347804306599	0.01972597239675394	-0.018711280181930662	1.0	1.0	1816	KIF1B (O60333)
O75145	PPFIA3	2	104	12843	642677	1.1960771653498448	0.25831046852962297	1.0	1.0	0.01998347804306599	0.01972597239675394	-0.018711280181930662	1.0	1.0	1194	PPFIA3 (O75145)
P12882	MYH1	2	104	12843	642677	1.1960771653498448	0.25831046852962297	1.0	1.0	0.01998347804306599	0.01972597239675394	-0.018711280181930662	1.0	1.0	1939	MYH1 (P12882)
Q14185	DOCK1	2	104	12843	642677	1.1960771653498448	0.25831046852962297	1.0	1.0	0.01998347804306599	0.01972597239675394	-0.018711280181930662	1.0	1.0	1865	DOCK1 (Q14185)
O15031	PLXNB2	2	105	12843	642676	1.1845189835494523	0.24430131994006157	1.0	1.0	0.01998347804306599	0.01966129707742032	-0.02344919918859379	1.0	1.0	1838	PLXNB2 (O15031)
Q5VT25	CDC42BPA	2	106	12843	642675	1.17318201097012	0.23042685475918517	1.0	1.0	0.01998347804306599	0.01959704447259215	-0.02817160943099698	1.0	1.0	1732	CDC42BPA (Q5VT25)
Q9UKX2	MYH1	2	106	12843	642675	1.17318201097012	0.23042685475918517	1.0	1.0	0.01998347804306599	0.01959704447259215	-0.02817160943099698	1.0	1.0	1941	MYH1 (Q9UKX2)
Q9UGU0	TCF20	2	108	12843	642673	1.1511467684919812	0.20307178540468104	1.0	1.0	0.01998347804306599	0.019469790937055836	-0.03757030743324657	1.0	1.0	1960	TCF20 (Q9UGU0)
Q9UKE5	TNIK	2	108	12843	642673	1.1511467684919812	0.20307178540468104	1.0	1.0	0.01998347804306599	0.019469790937055836	-0.03757030743324657	1.0	1.0	1360	TNIK (Q9UKE5)
Q9Y4B5	CCDC165	3	160	12842	642621	1.0897488806696516	0.12399572183536337	1.0	1.0	0.01998347804306599	0.019435265579481106	-0.04013087820184265	1.0	1.0	1905	CCDC165 (Q9Y4B5)
Q9Y4B5	SOGA2	3	160	12842	642621	1.0897488806696516	0.12399572183536337	1.0	1.0	0.01998347804306599	0.019435265579481106	-0.04013087820184265	1.0	1.0	1905	SOGA2 (Q9Y4B5)
Q8IVL0	NAV3	2	109	12843	642672	1.1404366157526067	0.1895862654308294	1.0	1.0	0.01998347804306599	0.019406781904897082	-0.042246794642719694	1.0	1.0	2385	NAV3 (Q8IVL0)
