canonical_UniProtAC	methyl_site_count	nearest_distance_min	nearest_distance_median	max_methyl_sites_in_3aa_window	max_methyl_sites_in_5aa_window	max_methyl_sites_in_10aa_window	max_methyl_sites_in_20aa_window	max_methyl_sites_in_50aa_window	gene
Q13367	1			1	1	1	1	1	AP3B2
Q13387	1			1	1	1	1	1	MAPK8IP2
Q13393	1			1	1	1	1	1	PLD1
Q13394	1			1	1	1	1	1	MAB21L1
Q13409	1			1	1	1	1	1	DYNC1I2
Q13418	1			1	1	1	1	1	ILK
Q13422	1			1	1	1	1	1	IKZF1
Q13432	1			1	1	1	1	1	UNC119
Q13442	1			1	1	1	1	1	PDAP1
Q13443	1			1	1	1	1	1	ADAM9
Q13459	1			1	1	1	1	1	MYO9B
Q13469	1			1	1	1	1	1	NFATC2
Q13472	1			1	1	1	1	1	TOP3A
Q13526	1			1	1	1	1	1	PIN1
Q13535	1			1	1	1	1	1	ATR
Q13555	1			1	1	1	1	1	CAMK2G
Q13561	1			1	1	1	1	1	DCTN2
Q13563	1			1	1	1	1	1	PKD2
Q13576	1			1	1	1	1	1	IQGAP2
Q13596	1			1	1	1	1	1	SNX1
Q13601	1			1	1	1	1	1	KRR1
Q13613	1			1	1	1	1	1	MTMR1
Q13616	1			1	1	1	1	1	CUL1
Q13617	1			1	1	1	1	1	CUL2
Q13642	1			1	1	1	1	1	FHL1
Q13685	1			1	1	1	1	1	AAMP
Q13733	1			1	1	1	1	1	ATP1A4
Q13769	1			1	1	1	1	1	THOC5
Q13868	1			1	1	1	1	1	EXOSC2
Q13907	1			1	1	1	1	1	IDI1
Q13948	1			1	1	1	1	1	CUX1
Q13951	1			1	1	1	1	1	CBFB
Q13956	1			1	1	1	1	1	PDE6H
Q14031	1			1	1	1	1	1	COL4A6
Q14129	1			1	1	1	1	1	DGCR6
Q14134	1			1	1	1	1	1	TRIM29
Q14159	1			1	1	1	1	1	KIAA0146
Q14191	1			1	1	1	1	1	WRN
Q14194	1			1	1	1	1	1	CRMP1
Q14197	1			1	1	1	1	1	ICT1
Q14241	1			1	1	1	1	1	TCEB3
Q14254	1			1	1	1	1	1	FLOT2
Q14331	1			1	1	1	1	1	FRG1
Q14457	1			1	1	1	1	1	BECN1
Q14526	1			1	1	1	1	1	HIC1
Q14532	1			1	1	1	1	1	KRT32
Q14562	1			1	1	1	1	1	DHX8
Q14571	1			1	1	1	1	1	ITPR2
Q14573	1			1	1	1	1	1	ITPR3
Q14574	1			1	1	1	1	1	DSC3
Q14576	1			1	1	1	1	1	ELAVL3
Q14624	1			1	1	1	1	1	ITIH4
Q14651	1			1	1	1	1	1	PLS1
Q14669	1			1	1	1	1	1	TRIP12
Q14674	1			1	1	1	1	1	ESPL1
Q14680	1			1	1	1	1	1	MELK
Q14681	1			1	1	1	1	1	KCTD2
Q14696	1			1	1	1	1	1	MESDC2
Q14703	1			1	1	1	1	1	MBTPS1
Q14738	1			1	1	1	1	1	PPP2R5D
Q14746	1			1	1	1	1	1	COG2
Q14781	1			1	1	1	1	1	CBX2
Q14789	1			1	1	1	1	1	GOLGB1
Q14914	1			1	1	1	1	1	PTGR1
Q14997	1			1	1	1	1	1	PSME4
Q14C86	1			1	1	1	1	1	GAPVD1
Q14CM0	1			1	1	1	1	1	FRMPD4
Q15006	1			1	1	1	1	1	TTC35
Q15007	1			1	1	1	1	1	WTAP
Q15019	1			1	1	1	1	1	SEPTIN2
Q15027	1			1	1	1	1	1	ACAP1
Q15047	1			1	1	1	1	1	SETDB1
Q15050	1			1	1	1	1	1	RRS1
Q15059	1			1	1	1	1	1	BRD3
Q15061	1			1	1	1	1	1	WDR43
Q15070	1			1	1	1	1	1	OXA1L
Q15072	1			1	1	1	1	1	ZNF146
Q15118	1			1	1	1	1	1	PDK1
Q15119	1			1	1	1	1	1	PDK2
Q15120	1			1	1	1	1	1	PDK3
Q15154	1			1	1	1	1	1	PCM1
Q15170	1			1	1	1	1	1	TCEAL1
Q15181	1			1	1	1	1	1	PPA1
Q15185	1			1	1	1	1	1	PTGES3
Q15274	1			1	1	1	1	1	QPRT
Q15306	1			1	1	1	1	1	IRF4
Q15345	1			1	1	1	1	1	LRRC41
Q15366	1			1	1	1	1	1	PCBP2
Q15388	1			1	1	1	1	1	TOMM20
Q15398	1			1	1	1	1	1	DLGAP5
Q15560	1			1	1	1	1	1	TCEA2
Q15572	1			1	1	1	1	1	TAF1C
Q15650	1			1	1	1	1	1	TRIP4
Q15699	1			1	1	1	1	1	ALX1
Q15746	1			1	1	1	1	1	MYLK
Q15750	1			1	1	1	1	1	TAB1
Q15751	1			1	1	1	1	1	HERC1
Q15758	1			1	1	1	1	1	SLC1A5
Q15761	1			1	1	1	1	1	NPY5R
Q15772	1			1	1	1	1	1	SPEG
Q15773	1			1	1	1	1	1	MLF2
Q15785	1			1	1	1	1	1	TOMM34
Q15813	1			1	1	1	1	1	TBCE
Q15836	1			1	1	1	1	1	VAMP2
Q15904	1			1	1	1	1	1	ATP6AP1
Q15942	1			1	1	1	1	1	ZYX
Q16181	1			1	1	1	1	1	SEPTIN7
Q16186	1			1	1	1	1	1	ADRM1
Q16236	1			1	1	1	1	1	NFE2L2
Q16270	1			1	1	1	1	1	IGFBP7
Q16394	1			1	1	1	1	1	EXT1
Q16539	1			1	1	1	1	1	MAPK14
Q16643	1			1	1	1	1	1	DBN1
Q16698	1			1	1	1	1	1	DECR1
Q16718	1			1	1	1	1	1	NDUFA5
Q16720	1			1	1	1	1	1	ATP2B3
Q16763	1			1	1	1	1	1	UBE2S
Q16775	1			1	1	1	1	1	HAGH
Q16787	1			1	1	1	1	1	LAMA3
Q16799	1			1	1	1	1	1	RTN1
Q16836	1			1	1	1	1	1	HADH
Q16850	1			1	1	1	1	1	CYP51A1
Q16881	1			1	1	1	1	1	TXNRD1
Q16890	1			1	1	1	1	1	TPD52L1
Q27J81	1			1	1	1	1	1	INF2
Q2I0M4	1			1	1	1	1	1	LRRC26
Q2KHN1	1			1	1	1	1	1	RNF151
Q2KHT3	1			1	1	1	1	1	CLEC16A
Q2M2I8	1			1	1	1	1	1	AAK1
Q2M3C7	1			1	1	1	1	1	SPHKAP
Q2M3V2	1			1	1	1	1	1	SOWAHA
Q2NKX9	1			1	1	1	1	1	C2orf68
Q2NL82	1			1	1	1	1	1	TSR1
Q2QGD7	1			1	1	1	1	1	ZXDC
Q2TAC2	1			1	1	1	1	1	CCDC57
Q2TAL8	1			1	1	1	1	1	QRICH1
Q2TAY7	1			1	1	1	1	1	SMU1
Q2TBE0	1			1	1	1	1	1	CWF19L2
Q2V2M9	1			1	1	1	1	1	FHOD3
Q2VPA4	1			1	1	1	1	1	CR1L
Q2VYF4	1			1	1	1	1	1	LETM2
Q3B7T1	1			1	1	1	1	1	EDRF1
Q3B8N2	1			1	1	1	1	1	LGALS9B
Q3KNS6	1			1	1	1	1	1	ZNF829
Q3KNT7	1			1	1	1	1	1	NSUN5P1
Q3KQV9	1			1	1	1	1	1	UAP1L1
Q3KQZ1	1			1	1	1	1	1	SLC25A35
Q3KR37	1			1	1	1	1	1	GRAMD1B
Q3L8U1	1			1	1	1	1	1	CHD9
Q3LXA3	1			1	1	1	1	1	DAK
Q3MIN7	1			1	1	1	1	1	RGL3
Q3SY69	1			1	1	1	1	1	ALDH1L2
Q3ZCM7	1			1	1	1	1	1	TUBB8
Q3ZCQ8	1			1	1	1	1	1	TIMM50
Q49A88	1			1	1	1	1	1	CCDC14
Q49AJ0	1			1	1	1	1	1	FAM135B
Q4AC94	1			1	1	1	1	1	C2CD3
Q4G0N4	1			1	1	1	1	1	NADKD1
Q4G0S4	1			1	1	1	1	1	CYP27C1
Q4J6C6	1			1	1	1	1	1	PREPL
Q4KMP7	1			1	1	1	1	1	TBC1D10B
Q4KMZ1	1			1	1	1	1	1	IQCC
Q4UJ75	1			1	1	1	1	1	ANKRD20A4P
Q4V326	1			1	1	1	1	1	GAGE2E
Q4V328	1			1	1	1	1	1	GRIPAP1
Q4VC05	1			1	1	1	1	1	BCL7A
Q4VC31	1			1	1	1	1	1	CCDC58
Q4VXU2	1			1	1	1	1	1	PABPC1L
Q52LR7	1			1	1	1	1	1	EPC2
Q52LW3	1			1	1	1	1	1	ARHGAP29
Q53F19	1			1	1	1	1	1	NCBP3
Q53GA4	1			1	1	1	1	1	PHLDA2
Q53GI3	1			1	1	1	1	1	ZNF394
Q53GQ0	1			1	1	1	1	1	HSD17B12
Q53SZ7	1			1	1	1	1	1	PRR30
Q53TS8	1			1	1	1	1	1	C2CD6
Q562F6	1			1	1	1	1	1	SGOL2
Q56NI9	1			1	1	1	1	1	ESCO2
Q58EX2	1			1	1	1	1	1	SDK2
Q58EX7	1			1	1	1	1	1	PLEKHG4
Q58FF3	1			1	1	1	1	1	HSP90B2P
Q58FF7	1			1	1	1	1	1	HSP90AB3P
Q5BJF6	1			1	1	1	1	1	ODF2
Q5CZ79	1			1	1	1	1	1	ANKRD20A8P
Q5EBL8	1			1	1	1	1	1	PDZD11
Q5EBM0	1			1	1	1	1	1	CMPK2
Q5FVE4	1			1	1	1	1	1	ACSBG2
Q5H9L2	1			1	1	1	1	1	TCEAL5
Q5H9R7	1			1	1	1	1	1	PPP6R3
Q5HY92	1			1	1	1	1	1	FIGN
Q5HYI8	1			1	1	1	1	1	RABL3
Q5HYK3	1			1	1	1	1	1	COQ5
Q5HYW2	1			1	1	1	1	1	NHSL2
Q5JPH6	1			1	1	1	1	1	EARS2
Q5JPI3	1			1	1	1	1	1	C3orf38
Q5JT82	1			1	1	1	1	1	KLF17
Q5JTC6	1			1	1	1	1	1	FAM123B
Q5JTD0	1			1	1	1	1	1	TJAP1
Q5JTV8	1			1	1	1	1	1	TOR1AIP1
Q5JTW2	1			1	1	1	1	1	CEP78
Q5JUK3	1			1	1	1	1	1	KCNT1
Q5JUX0	1			1	1	1	1	1	SPIN3
Q5JV73	1			1	1	1	1	1	FRMPD3
Q5JWF8	1			1	1	1	1	1	ACTL10
Q5KU26	1			1	1	1	1	1	COLEC12
Q5MIZ7	1			1	1	1	1	1	PPP4R3B
Q5MNZ6	1			1	1	1	1	1	WDR45L
Q5NUL3	1			1	1	1	1	1	FFAR4
Q5QGS0	1			1	1	1	1	1	KIAA2022
Q5QJE6	1			1	1	1	1	1	DNTTIP2
Q5R372	1			1	1	1	1	1	RABGAP1L
Q5SRN2	1			1	1	1	1	1	C6orf10
Q5SSJ5	1			1	1	1	1	1	HP1BP3
Q5SXM2	1			1	1	1	1	1	SNAPC4
Q5SY16	1			1	1	1	1	1	NOL9
Q5SZJ8	1			1	1	1	1	1	BEND6
Q5SZL2	1			1	1	1	1	1	CEP85L
Q5T089	1			1	1	1	1	1	MORN1
Q5T0B9	1			1	1	1	1	1	ZNF362
Q5T0F9	1			1	1	1	1	1	CC2D1B
Q5T1A1	1			1	1	1	1	1	DCST2
Q5T1M5	1			1	1	1	1	1	FKBP15
Q5T280	1			1	1	1	1	1	C9orf114
Q5T2N8	1			1	1	1	1	1	ATAD3C
Q5T440	1			1	1	1	1	1	IBA57
Q5T6L9	1			1	1	1	1	1	ERMARD
Q5T6V5	1			1	1	1	1	1	C9orf64
Q5T7N2	1			1	1	1	1	1	L1TD1
Q5T8R8	1			1	1	1	1	1	DOCK8-AS1
Q5TA45	1			1	1	1	1	1	CPSF3L
Q5TAQ9	1			1	1	1	1	1	DCAF8
Q5TBK1	1			1	1	1	1	1	N4BP2L1
Q5TC12	1			1	1	1	1	1	ATPAF1
Q5TD97	1			1	1	1	1	1	FHL5
Q5TF21	1			1	1	1	1	1	C6orf174
Q5TG53	1			1	1	1	1	1	SERTAD4-AS1
Q5TGY1	1			1	1	1	1	1	TMCO4
Q5TH69	1			1	1	1	1	1	ARFGEF3
Q5TH74	1			1	1	1	1	1	STPG1
Q5TYX0	1			1	1	1	1	1	PRAMEF5
Q5U5R9	1			1	1	1	1	1	HECTD2
Q5UCC4	1			1	1	1	1	1	C19orf63
Q5UIP0	1			1	1	1	1	1	RIF1
Q5VT66	1			1	1	1	1	1	MTARC1
Q5VT79	1			1	1	1	1	1	ANXA8
Q5VTB9	1			1	1	1	1	1	RNF220
Q5VTE0	1			1	1	1	1	1	EEF1A1P5
Q5VTL8	1			1	1	1	1	1	PRPF38B
Q5VU43	1			1	1	1	1	1	PDE4DIP
Q5VV17	1			1	1	1	1	1	OTUD1
Q5VV67	1			1	1	1	1	1	PPRC1
Q5VVH2	1			1	1	1	1	1	FKBP1C
Q5VVW2	1			1	1	1	1	1	GARNL3
Q5VWN6	1			1	1	1	1	1	FAM208B
Q5VXH4	1			1	1	1	1	1	PRAMEF6
Q5VZ89	1			1	1	1	1	1	DENND4C
Q5VZF2	1			1	1	1	1	1	MBNL2
Q5XUX0	1			1	1	1	1	1	FBXO31
Q5XXA6	1			1	1	1	1	1	ANO1
Q60I27	1			1	1	1	1	1	ALS2CL
Q63ZY6	1			1	1	1	1	1	NSUN5P2
Q641Q3	1			1	1	1	1	1	METRNL
Q66K14	1			1	1	1	1	1	TBC1D9B
Q68BL7	1			1	1	1	1	1	OLFML2A
Q68D20	1			1	1	1	1	1	PMS2CL
Q68D85	1			1	1	1	1	1	NCR3LG1
Q68D91	1			1	1	1	1	1	MBLAC2
Q68DC2	1			1	1	1	1	1	ANKS6
Q68DK7	1			1	1	1	1	1	MSL1
Q68DQ2	1			1	1	1	1	1	CRYBG3
Q6AI08	1			1	1	1	1	1	HEATR6
Q6AI12	1			1	1	1	1	1	ANKRD40
Q6AWC2	1			1	1	1	1	1	WWC2
Q6DKJ4	1			1	1	1	1	1	NXN
Q6DN03	1			1	1	1	1	1	HIST2H2BC
Q6DN14	1			1	1	1	1	1	MCTP1
Q6DN90	1			1	1	1	1	1	IQSEC1
Q6DRA6	1			1	1	1	1	1	HIST2H2BD
Q6DT37	1			1	1	1	1	1	CDC42BPG
Q6I9Y2	1			1	1	1	1	1	THOC7
Q6IN84	1			1	1	1	1	1	MRM1
Q6IN85	1			1	1	1	1	1	PPP4R3A
Q6IQ22	1			1	1	1	1	1	RAB12
Q6IQ23	1			1	1	1	1	1	PLEKHA7
Q6IQ26	1			1	1	1	1	1	DENND5A
Q6IS14	1			1	1	1	1	1	EIF5AL1
Q6ISB3	1			1	1	1	1	1	GRHL2
Q6KB66	1			1	1	1	1	1	KRT80
Q6L8Q7	1			1	1	1	1	1	PDE12
Q6L9W6	1			1	1	1	1	1	B4GALNT3
Q6NSJ2	1			1	1	1	1	1	PHLDB3
Q6NUN9	1			1	1	1	1	1	ZNF746
Q6NUT2	1			1	1	1	1	1	DPY19L2
Q6NWY9	1			1	1	1	1	1	PRPF40B
Q6NXT1	1			1	1	1	1	1	ANKRD54
Q6NY19	1			1	1	1	1	1	KANK3
Q6NZ36	1			1	1	1	1	1	FAAP20
Q6NZY7	1			1	1	1	1	1	CDC42EP5
Q6P158	1			1	1	1	1	1	DHX57
Q6P1Q9	1			1	1	1	1	1	METTL2B
Q6P1R3	1			1	1	1	1	1	MSANTD2
Q6P1X5	1			1	1	1	1	1	TAF2
Q6P3X8	1			1	1	1	1	1	PGBD2
Q6P435	1			1	1	1	1	1	SMG1P2
Q6P4F2	1			1	1	1	1	1	FDX1L
Q6P597	1			1	1	1	1	1	KLC3
Q6P5Z2	1			1	1	1	1	1	PKN3
Q6P9G0	1			1	1	1	1	1	CYB5D1
Q6PCB5	1			1	1	1	1	1	RSBN1L
Q6PCD5	1			1	1	1	1	1	RFWD3
Q6PCT2	1			1	1	1	1	1	FBXL19
Q6PGN9	1			1	1	1	1	1	PSRC1
Q6PJ69	1			1	1	1	1	1	TRIM65
Q6PJG9	1			1	1	1	1	1	LRFN4
Q6PJT7	1			1	1	1	1	1	ZC3H14
Q6Q0C0	1			1	1	1	1	1	TRAF7
Q6QNY0	1			1	1	1	1	1	BLOC1S3
Q6RW13	1			1	1	1	1	1	AGTRAP
Q6S8J3	1			1	1	1	1	1	POTEE
Q6TDP4	1			1	1	1	1	1	KLHL17
Q6TFL3	1			1	1	1	1	1	CCDC171
Q6UB98	1			1	1	1	1	1	ANKRD12
Q6ULP2	1			1	1	1	1	1	AFTPH
Q6UWL6	1			1	1	1	1	1	KIRREL2
Q6UWU2	1			1	1	1	1	1	GLB1L
Q6UWZ7	1			1	1	1	1	1	ABRAXAS1
Q6UX04	1			1	1	1	1	1	CWC27
Q6UX72	1			1	1	1	1	1	B3GNT9
Q6UXH8	1			1	1	1	1	1	CCBE1
Q6UXT9	1			1	1	1	1	1	ABHD15
Q6V0I7	1			1	1	1	1	1	FAT4
Q6V1P9	1			1	1	1	1	1	DCHS2
Q6VY07	1			1	1	1	1	1	PACS1
Q6WKZ4	1			1	1	1	1	1	RAB11FIP1
Q6XLA1	1			1	1	1	1	1	CASC2
Q6XPR3	1			1	1	1	1	1	RPTN
Q6XQN6	1			1	1	1	1	1	NAPRT
Q6YP21	1			1	1	1	1	1	CCBL2
Q6ZMG9	1			1	1	1	1	1	CERS6
Q6ZMV9	1			1	1	1	1	1	KIF6
Q6ZN06	1			1	1	1	1	1	ZNF813
Q6ZN28	1			1	1	1	1	1	MACC1
Q6ZN55	1			1	1	1	1	1	ZNF574
Q6ZSJ9	1			1	1	1	1	1	SHISA6
Q6ZT62	1			1	1	1	1	1	SH3BP1
Q6ZU52	1			1	1	1	1	1	KIAA0408
Q6ZU69	1			1	1	1	1	1	FAM205A
Q6ZU80	1			1	1	1	1	1	CEP128
Q6ZUK4	1			1	1	1	1	1	TMEM26
Q6ZUM4	1			1	1	1	1	1	ARHGAP27
Q6ZUX3	1			1	1	1	1	1	TOGARAM2
Q70CQ1	1			1	1	1	1	1	USP49
Q70J99	1			1	1	1	1	1	UNC13D
Q70Z53	1			1	1	1	1	1	FRA10AC1
Q712K3	1			1	1	1	1	1	UBE2R2
Q71F56	1			1	1	1	1	1	MED13L
Q71UM5	1			1	1	1	1	1	RPS27L
Q75N90	1			1	1	1	1	1	FBN3
Q75WM6	1			1	1	1	1	1	H1-7
Q76N32	1			1	1	1	1	1	CEP68
Q76NI1	1			1	1	1	1	1	KNDC1
Q7KYR7	1			1	1	1	1	1	BTN2A1
Q7L0J3	1			1	1	1	1	1	SV2A
Q7L2K0	1			1	1	1	1	1	C16orf59
Q7L3T8	1			1	1	1	1	1	PARS2
Q7L590	1			1	1	1	1	1	MCM10
Q7L591	1			1	1	1	1	1	DOK3
Q7L7X3	1			1	1	1	1	1	TAOK1
Q7L8L6	1			1	1	1	1	1	FASTKD5
Q7L985	1			1	1	1	1	1	LINGO2
Q7LG56	1			1	1	1	1	1	RRM2B
Q7LGC8	1			1	1	1	1	1	CHST3
Q7RTS7	1			1	1	1	1	1	KRT74
Q7RTT3	1			1	1	1	1	1	SSX9
Q7RTV0	1			1	1	1	1	1	PHF5A
Q7Z2G1	1			1	1	1	1	1	H2BW1
Q7Z2K6	1			1	1	1	1	1	ERMP1
Q7Z2W4	1			1	1	1	1	1	ZC3HAV1
Q7Z304	1			1	1	1	1	1	MAMDC2
Q7Z309	1			1	1	1	1	1	PABIR2
Q7Z3B0	1			1	1	1	1	1	SMIM15
Q7Z3E2	1			1	1	1	1	1	CCDC186
Q7Z3T8	1			1	1	1	1	1	ZFYVE16
Q7Z401	1			1	1	1	1	1	DENND4A
Q7Z403	1			1	1	1	1	1	TMC6
Q7Z422	1			1	1	1	1	1	C1orf144
Q7Z442	1			1	1	1	1	1	PKD1L2
Q7Z494	1			1	1	1	1	1	NPHP3
Q7Z4N2	1			1	1	1	1	1	TRPM1
Q7Z4P5	1			1	1	1	1	1	GDF7
Q7Z6B7	1			1	1	1	1	1	SRGAP1
Q7Z6I8	1			1	1	1	1	1	C5orf24
Q7Z6J6	1			1	1	1	1	1	FRMD5
Q7Z6J9	1			1	1	1	1	1	TSEN54
Q7Z6K4	1			1	1	1	1	1	NRARP
Q7Z6K5	1			1	1	1	1	1	ARPIN
Q7Z6M1	1			1	1	1	1	1	RABEPK
Q7Z7A1	1			1	1	1	1	1	CNTRL
Q7Z7E8	1			1	1	1	1	1	UBE2Q1
Q7Z7M0	1			1	1	1	1	1	MEGF8
Q86T24	1			1	1	1	1	1	ZBTB33
Q86T75	1			1	1	1	1	1	NBPF11
Q86TL2	1			1	1	1	1	1	TMEM110
Q86TX2	1			1	1	1	1	1	ACOT1
Q86U44	1			1	1	1	1	1	METTL3
Q86U70	1			1	1	1	1	1	LDB1
Q86U86	1			1	1	1	1	1	PBRM1
Q86UA6	1			1	1	1	1	1	RPAIN
Q86UD1	1			1	1	1	1	1	OAF
Q86UE4	1			1	1	1	1	1	MTDH
Q86UF2	1			1	1	1	1	1	CTAGE6
Q86UQ4	1			1	1	1	1	1	ABCA13
Q86UX6	1			1	1	1	1	1	STK32C
Q86UY5	1			1	1	1	1	1	FAM83A
Q86UY8	1			1	1	1	1	1	NT5DC3
Q86V15	1			1	1	1	1	1	CASZ1
Q86V48	1			1	1	1	1	1	LUZP1
Q86V71	1			1	1	1	1	1	ZNF429
Q86V85	1			1	1	1	1	1	GPR180
Q86V88	1			1	1	1	1	1	MDP1
Q86VD7	1			1	1	1	1	1	SLC25A42
Q86VF2	1			1	1	1	1	1	IGFN1
Q86VH2	1			1	1	1	1	1	KIF27
Q86VI3	1			1	1	1	1	1	IQGAP3
Q86VL8	1			1	1	1	1	1	SLC47A2
Q86VM9	1			1	1	1	1	1	ZC3H18
Q86VP6	1			1	1	1	1	1	CAND1
Q86VQ0	1			1	1	1	1	1	LCA5
Q86VR2	1			1	1	1	1	1	RETREG3
Q86W92	1			1	1	1	1	1	PPFIBP1
Q86WA6	1			1	1	1	1	1	BPHL
Q86WA8	1			1	1	1	1	1	LONP2
Q86WB0	1			1	1	1	1	1	ZC3HC1
Q86WQ0	1			1	1	1	1	1	NR2C2AP
Q86WZ6	1			1	1	1	1	1	ZNF227
Q86X83	1			1	1	1	1	1	COMMD2
Q86XD8	1			1	1	1	1	1	ZFAND4
Q86XF0	1			1	1	1	1	1	DHFRL1
Q86XI8	1			1	1	1	1	1	C19orf68
Q86XN7	1			1	1	1	1	1	PROSER1
Q86XS5	1			1	1	1	1	1	ANGPTL5
Q86Y13	1			1	1	1	1	1	DZIP3
Q86Y22	1			1	1	1	1	1	COL23A1
Q86Y38	1			1	1	1	1	1	XYLT1
Q86Y46	1			1	1	1	1	1	KRT73
Q86YV9	1			1	1	1	1	1	HPS6
Q86Z02	1			1	1	1	1	1	HIPK1
Q8IU60	1			1	1	1	1	1	DCP2
Q8IUC8	1			1	1	1	1	1	GALNT13
Q8IUF8	1			1	1	1	1	1	MINA
Q8IUH5	1			1	1	1	1	1	ZDHHC17
Q8IUI8	1			1	1	1	1	1	CRLF3
Q8IUR7	1			1	1	1	1	1	ARMC8
Q8IUX4	1			1	1	1	1	1	APOBEC3F
Q8IV08	1			1	1	1	1	1	PLD3
Q8IV53	1			1	1	1	1	1	DENND1C
Q8IV63	1			1	1	1	1	1	VRK3
Q8IVF4	1			1	1	1	1	1	DNAH10
Q8IVL1	1			1	1	1	1	1	NAV2
Q8IVS8	1			1	1	1	1	1	GLYCTK
Q8IWA4	1			1	1	1	1	1	MFN1
Q8IWB7	1			1	1	1	1	1	WDFY1
Q8IWC1	1			1	1	1	1	1	MAP7D3
Q8IWN7	1			1	1	1	1	1	RP1L1
Q8IWR0	1			1	1	1	1	1	ZC3H7A
Q8IWU4	1			1	1	1	1	1	SLC30A8
Q8IWV1	1			1	1	1	1	1	LAX1
Q8IWZ6	1			1	1	1	1	1	BBS7
Q8IX03	1			1	1	1	1	1	WWC1
Q8IXB1	1			1	1	1	1	1	DNAJC10
Q8IXH7	1			1	1	1	1	1	TH1L
Q8IXJ6	1			1	1	1	1	1	SIRT2
Q8IXJ9	1			1	1	1	1	1	ASXL1
Q8IXL7	1			1	1	1	1	1	MSRB3
Q8IXQ8	1			1	1	1	1	1	PDZD9
Q8IY26	1			1	1	1	1	1	PPAPDC2
Q8IY33	1			1	1	1	1	1	MICALL2
Q8IY81	1			1	1	1	1	1	FTSJ3
Q8IYJ2	1			1	1	1	1	1	C10orf67
Q8IYN2	1			1	1	1	1	1	TCEAL8
Q8IYQ7	1			1	1	1	1	1	THNSL1
Q8IYS4	1			1	1	1	1	1	DNAAF8
Q8IYS8	1			1	1	1	1	1	BOD1L2
Q8IYX3	1			1	1	1	1	1	CCDC116
Q8IZ07	1			1	1	1	1	1	ANKRD13A
Q8IZ41	1			1	1	1	1	1	RASEF
Q8IZA0	1			1	1	1	1	1	KIAA0319L
Q8IZA3	1			1	1	1	1	1	H1-8
Q8IZD2	1			1	1	1	1	1	MLL5
Q8IZD9	1			1	1	1	1	1	DOCK3
Q8IZE3	1			1	1	1	1	1	SCYL3
Q8IZL2	1			1	1	1	1	1	MAML2
Q8IZQ1	1			1	1	1	1	1	WDFY3
Q8IZQ8	1			1	1	1	1	1	MYOCD
Q8IZS5	1			1	1	1	1	1	OFCC1
Q8IZW8	1			1	1	1	1	1	TNS4
Q8N0X7	1			1	1	1	1	1	SPG20
Q8N0Y7	1			1	1	1	1	1	PGAM4
Q8N114	1			1	1	1	1	1	SHISA5
Q8N137	1			1	1	1	1	1	CNTROB
Q8N1N4	1			1	1	1	1	1	KRT78
Q8N201	1			1	1	1	1	1	INTS1
Q8N239	1			1	1	1	1	1	KLHL34
Q8N3C0	1			1	1	1	1	1	ASCC3
Q8N3D4	1			1	1	1	1	1	EHBP1L1
Q8N414	1			1	1	1	1	1	PGBD5
Q8N442	1			1	1	1	1	1	GUF1
Q8N448	1			1	1	1	1	1	LNX2
Q8N4N3	1			1	1	1	1	1	KLHL36
Q8N4Q0	1			1	1	1	1	1	ZADH2
Q8N4V1	1			1	1	1	1	1	MMGT1
Q8N573	1			1	1	1	1	1	OXR1
Q8N5C6	1			1	1	1	1	1	SRBD1
Q8N5F7	1			1	1	1	1	1	NKAP
Q8N5I4	1			1	1	1	1	1	DHRSX
Q8N5I9	1			1	1	1	1	1	C12orf45
Q8N5M4	1			1	1	1	1	1	TTC9C
Q8N5V2	1			1	1	1	1	1	NGEF
Q8N5X7	1			1	1	1	1	1	EIF4E3
Q8N653	1			1	1	1	1	1	LZTR1
Q8N6H7	1			1	1	1	1	1	ARFGAP2
Q8N6N7	1			1	1	1	1	1	ACBD7
Q8N6R1	1			1	1	1	1	1	SERP2
Q8N715	1			1	1	1	1	1	CCDC185
Q8N7F7	1			1	1	1	1	1	UBL4B
Q8N7H1	1			1	1	1	1	1	LINC01465
Q8N7J2	1			1	1	1	1	1	AMER2
Q8N7L0	1			1	1	1	1	1	FAM216B
Q8N8E1	1			1	1	1	1	1	MAPKAPK5-AS1
Q8N8J7	1			1	1	1	1	1	C4orf32
Q8N8M0	1			1	1	1	1	1	NAT16
Q8N8Q8	1			1	1	1	1	1	COX18
Q8N8S7	1			1	1	1	1	1	ENAH
Q8N954	1			1	1	1	1	1	GPATCH11
Q8N9A8	1			1	1	1	1	1	CNEP1R1
Q8N9E0	1			1	1	1	1	1	FAM133A
Q8N9N2	1			1	1	1	1	1	ASCC1
Q8N9N5	1			1	1	1	1	1	BANP
Q8N9P6	1			1	1	1	1	1	C9orf163
Q8N9W4	1			1	1	1	1	1	GOLGA6L2
Q8N9W5	1			1	1	1	1	1	DNAAF3
Q8NA75	1			1	1	1	1	1	DCAF4L2
Q8NAV1	1			1	1	1	1	1	PRPF38A
Q8NB14	1			1	1	1	1	1	USP38
Q8NB15	1			1	1	1	1	1	ZNF511
Q8NB25	1			1	1	1	1	1	FAM184A
Q8NBE8	1			1	1	1	1	1	KLHL23
Q8NBJ4	1			1	1	1	1	1	GOLM1
Q8NBJ5	1			1	1	1	1	1	GLT25D1
Q8NBN7	1			1	1	1	1	1	RDH13
Q8NBR6	1			1	1	1	1	1	FAM63B
