term_id	term_name	primary_family	audit_status	assignment_method	secondary_rule_matches	override_reason	genes_in_reviewed_universe
C3501912	Cerebrocostomandibular-Like Syndrome	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	2
C3501946	Microcephaly with Chorioretinopathy, Autosomal Dominant	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3502051	Thrombophilia, Hereditary, Due To Protein S Deficiency, Autosomal Recessive	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3502052	Thrombophilia, Hereditary, Due To Protein S Deficiency, Autosomal Dominant	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3502054	Leukodystrophy, Dysmyelinating, with Oligodontia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3502073	Woolly Hair, Autosomal Recessive	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	3
C3502075	Multiple Mitochondrial Dysfunctions Syndrome	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	5
C3502105	Dyskeratosis Congenita, Autosomal Recessive	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	3
C3502107	Breastfeeding Jaundice	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3502110	Homocystinuria, Pyridoxine-Responsive	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3502131	Adrenal Insufficiency, Congenital	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	3
C3502132	Adrenal Insufficiency, Congenital, With 46,Xy Sex Reversal	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	1
C3502214	Microcephalic Osteodysplastic Primordial Dwarfism with Tooth Abnormalities	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3502298	Lactic Acidosis, Fatal Infantile	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	4
C3502353	Atrial Septal Defect with Atrioventricular Conduction Defects	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3502417	Amyotrophic Lateral Sclerosis 10	ALS / motor neuron / FTD	included	precedence_rule		Primary assignment is the first matching family in precedence order (ALS / motor neuron / FTD).	1
C3502469	Brain Anomalies, Retardation, Ectodermal Dysplasia, Skeletal Malformations, Hirschsprung Disease, Ear-Eye Anomalies, Cleft Palate-Cryptorchidism, And Kidney Dysplasia-Hypoplasia	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	1
C3502492	Microcephaly with Chorioretinopathy, Autosomal Recessive	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	4
C3502495	Palmoplantar Hyperkeratosis with Squamous Cell Carcinoma of Skin and Sex Reversal	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	2
C3502510	Chromosome 16p13.3 Deletion Syndrome	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	1
C3502809	Generalized Epilepsy with Febrile Seizures Plus	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	13
C3506079	Acquired C1 inhibitor deficiency	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C3508933	Chronic obstructive pulmonary disease exacerbation	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	3
C3531771	Dextrotransposition of the great arteries	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3532172	Fetal heart failure	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3532222	Inflammatory cardiomyopathy	Myopathy / muscle / cardiomyopathy	included	precedence_rule	Immune / inflammatory	Primary assignment is the first matching family in precedence order (Myopathy / muscle / cardiomyopathy).	25
C3532225	Valvular cardiomyopathy	Myopathy / muscle / cardiomyopathy	included	precedence_rule		Primary assignment is the first matching family in precedence order (Myopathy / muscle / cardiomyopathy).	1
C3532227	Pacing-induced cardiomyopathy	Myopathy / muscle / cardiomyopathy	included	precedence_rule		Primary assignment is the first matching family in precedence order (Myopathy / muscle / cardiomyopathy).	2
C3532239	Mitochondrial cardiomyopathy	Myopathy / muscle / cardiomyopathy	included	precedence_rule		Primary assignment is the first matching family in precedence order (Myopathy / muscle / cardiomyopathy).	22
C3532243	Fatal infantile mitochondrial cardiomyopathy	Myopathy / muscle / cardiomyopathy	included	precedence_rule		Primary assignment is the first matching family in precedence order (Myopathy / muscle / cardiomyopathy).	1
C3532247	Fetal cardiomyopathy	Myopathy / muscle / cardiomyopathy	included	precedence_rule		Primary assignment is the first matching family in precedence order (Myopathy / muscle / cardiomyopathy).	1
C3532251	Fetal dilated cardiomyopathy	Myopathy / muscle / cardiomyopathy	included	precedence_rule		Primary assignment is the first matching family in precedence order (Myopathy / muscle / cardiomyopathy).	1
C3532429	Usual ductal hyperplasia of breast	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C3532894	Parosteal lipoma	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C3532933	Moderate expressive language delay	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C3532934	Mild expressive language delay	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3532942	Mixed dementia	Alzheimer / tau / dementia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Alzheimer / tau / dementia).	12
C3532946	Moderate receptive language delay	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3532947	Severe receptive language delay	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	4
C3534585	Infection caused by Norovirus	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	18
C3534591	Diabetic Heart Disease	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	3
C3536572	End stage renal disease due to hypertension	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	5
C3536576	Chronic myelopathy	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3536587	Grand mal status epilepticus, refractory	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C3536593	Chronic cerebrovascular accident	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	7
C3536663	Acute deep venous thrombosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	11
C3536714	Renal dysplasia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	94
C3536715	AA amyloidosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	37
C3536734	Hypoplastic pelvis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	15
C3536738	Lumbar meningomyelocele	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3536740	Cervical meningomyelocele	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3536741	Discordant ventriculoarterial connection	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	10
C3536797	Ichthyosis Congenita II	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	6
C3536864	Acute disseminated encephalitis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3536893	Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	79
C3536958	Surfactant protein D measurement	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	6
C3536983	Familial Hypophosphatemic Rickets	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	42
C3536984	Vitamin D-Resistant Rickets, X-Linked	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	48
C3537179	Non-venereal endemic syphilis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C3537440	Cystinosis, Infantile Nephropathic	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3538946	DEAFNESS, AUTOSOMAL RECESSIVE 4, WITH ENLARGED VESTIBULAR AQUEDUCT	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	8
C3538951	MICROSPHEROPHAKIA AND/OR MEGALOCORNEA, WITH ECTOPIA LENTIS AND WITH OR WITHOUT SECONDARY GLAUCOMA	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3538999	DYSTONIA 23	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3539003	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VI	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3539010	PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP F	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3539013	AICARDI-GOUTIERES SYNDROME 6	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	2
C3539063	Bart's Hemoglobinopathy	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	3
C3539071	NEPHRONOPHTHISIS 14	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3539120	PROSTATE CANCER, HEREDITARY, 2	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	1
C3539123	CEROID LIPOFUSCINOSIS, NEURONAL, 11	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3539168	PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP A	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	33
C3539195	TREMOR, HEREDITARY ESSENTIAL, 4	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3539494	SPASTIC PARAPLEGIA 53, AUTOSOMAL RECESSIVE	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3539495	SPASTIC PARAPLEGIA 54, AUTOSOMAL RECESSIVE	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C3539506	SPASTIC PARAPLEGIA 55, AUTOSOMAL RECESSIVE	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C3539507	SPASTIC PARAPLEGIA 56, AUTOSOMAL RECESSIVE	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C3539781	Progressive cGVHD	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	341
C3539878	Triple Negative Breast Neoplasms	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	1461
C3539888	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 3	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	2
C3539916	MYOCLONUS, FAMILIAL CORTICAL	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
