canonical_UniProtAC	functional_class_broad	functional_class_subclass	substrate_genename	UniProtID	protein_name	genename	interpro_annotation_text	interpro_domain_classes	annotation_text	is_arg_methyl_protein
Q99835	Other / unclassified	Other / unclassified	SMO	SMO_HUMAN	Protein smoothened precursor; ; Protein smoothened (Protein Gx)	Name: SMO; Synonyms: SMOH;			q99835 smo smo_human protein smoothened precursor; ; protein smoothened (protein gx) name: smo; synonyms: smoh;  	False
Q99836	Other / unclassified	Other / unclassified	MYD88	MYD88_HUMAN	Myeloid differentiation primary response protein MyD88; ; Myeloid differentiation primary response protein MyD88	Name: MYD88;			q99836 myd88 myd88_human myeloid differentiation primary response protein myd88; ; myeloid differentiation primary response protein myd88 name: myd88;  	False
Q99865	Other / unclassified	Other / unclassified	SPIN2A	SPI2A_HUMAN	Spindlin-2A; ; Spindlin-2A (Protein DXF34) (Spindlin-like protein 2A) (SPIN-2) (SPIN-2A)	Name: SPIN2A; Synonyms: DXF34, SPIN2;			q99865 spin2a spi2a_human spindlin-2a; ; spindlin-2a (protein dxf34) (spindlin-like protein 2a) (spin-2) (spin-2a) name: spin2a; synonyms: dxf34, spin2;  	False
Q99895	Other / unclassified	Other / unclassified	CTRC	CTRC_HUMAN	Chymotrypsin-C precursor; ; Chymotrypsin-C (EC 3.4.21.2) (Caldecrin)	Name: CTRC; Synonyms: CLCR;			q99895 ctrc ctrc_human chymotrypsin-c precursor; ; chymotrypsin-c (ec 3.4.21.2) (caldecrin) name: ctrc; synonyms: clcr;  	False
Q99935	Other / unclassified	Other / unclassified	OPRPN	PROL1_HUMAN	Opiorphin prepropeptide (Basic proline-rich lacrimal protein) (Proline-rich protein 1) (PRL1) [Cleaved into: Opiorphin]				q99935 oprpn prol1_human opiorphin prepropeptide (basic proline-rich lacrimal protein) (proline-rich protein 1) (prl1) [cleaved into: opiorphin]   	False
Q99944	Other / unclassified	Other / unclassified	EGFL8	EGFL8_HUMAN	Epidermal growth factor-like protein 8 (EGF-like protein 8) (Vascular endothelial statin-2) (VE-statin-2)				q99944 egfl8 egfl8_human epidermal growth factor-like protein 8 (egf-like protein 8) (vascular endothelial statin-2) (ve-statin-2)   	False
Q99954	Other / unclassified	Other / unclassified	SMR3A	SMR3A_HUMAN	Submaxillary gland androgen-regulated protein 3A (Proline-rich protein 5) (Proline-rich protein PBI)				q99954 smr3a smr3a_human submaxillary gland androgen-regulated protein 3a (proline-rich protein 5) (proline-rich protein pbi)   	False
Q99962	Other / unclassified	Other / unclassified	SH3GL2	SH3G2_HUMAN	Endophilin-A1; ; Endophilin-A1 (EEN-B1) (Endophilin-1) (SH3 domain protein 2A) (SH3 domain-containing GRB2-like protein 2)	Name: SH3GL2; Synonyms: CNSA2, SH3D2A;	AH/BAR domain superfamily ; BAR domain ; SH3-like domain superfamily ; SH3 domain ; Endophilin-A, SH3 domain IPR027267 ; IPR004148 ; IPR036028 ; IPR001452 ; IPR035824 homologous_superfamily ; domain		q99962 sh3gl2 sh3g2_human endophilin-a1; ; endophilin-a1 (een-b1) (endophilin-1) (sh3 domain protein 2a) (sh3 domain-containing grb2-like protein 2) name: sh3gl2; synonyms: cnsa2, sh3d2a; ah/bar domain superfamily ; bar domain ; sh3-like domain superfamily ; sh3 domain ; endophilin-a, sh3 domain ipr027267 ; ipr004148 ; ipr036028 ; ipr001452 ; ipr035824 homologous_superfamily ; domain 	True
Q99963	Other / unclassified	Other / unclassified	SH3GL3	SH3G3_HUMAN	Endophilin-A3; ; Endophilin-A3 (EEN-B2) (Endophilin-3) (SH3 domain protein 2C) (SH3 domain-containing GRB2-like protein 3)	Name: SH3GL3; Synonyms: CNSA3, SH3D2C;	AH/BAR domain superfamily ; BAR domain ; Endophilin-A3, BAR domain ; SH3-like domain superfamily ; SH3 domain ; Endophilin-A, SH3 domain IPR027267 ; IPR004148 ; IPR032469 ; IPR036028 ; IPR001452 ; IPR035824 homologous_superfamily ; domain		q99963 sh3gl3 sh3g3_human endophilin-a3; ; endophilin-a3 (een-b2) (endophilin-3) (sh3 domain protein 2c) (sh3 domain-containing grb2-like protein 3) name: sh3gl3; synonyms: cnsa3, sh3d2c; ah/bar domain superfamily ; bar domain ; endophilin-a3, bar domain ; sh3-like domain superfamily ; sh3 domain ; endophilin-a, sh3 domain ipr027267 ; ipr004148 ; ipr032469 ; ipr036028 ; ipr001452 ; ipr035824 homologous_superfamily ; domain 	True
Q99983	Other / unclassified	Other / unclassified	OMD	OMD_HUMAN	Osteomodulin precursor; ; Osteomodulin (Keratan sulfate proteoglycan osteomodulin) (KSPG osteomodulin) (Osteoadherin) (OSAD)	Name: OMD; Synonyms: SLRR2C; ORFNames: UNQ190/PRO216;			q99983 omd omd_human osteomodulin precursor; ; osteomodulin (keratan sulfate proteoglycan osteomodulin) (kspg osteomodulin) (osteoadherin) (osad) name: omd; synonyms: slrr2c; orfnames: unq190/pro216;  	False
Q99985	Other / unclassified	Other / unclassified	SEMA3C	SEM3C_HUMAN	Semaphorin-3C precursor; ; Semaphorin-3C (Semaphorin-E) (Sema E)	Name: SEMA3C; Synonyms: SEMAE;			q99985 sema3c sem3c_human semaphorin-3c precursor; ; semaphorin-3c (semaphorin-e) (sema e) name: sema3c; synonyms: semae;  	False
Q9BPU9	Other / unclassified	Other / unclassified	B9D2	B9D2_HUMAN	B9 domain-containing protein 2 (MKS1-related protein 2)				q9bpu9 b9d2 b9d2_human b9 domain-containing protein 2 (mks1-related protein 2)   	False
Q9BPW4	Other / unclassified	Other / unclassified	APOL4	APOL4_HUMAN	Apolipoprotein L4 (Apolipoprotein L-IV) (ApoL-IV)				q9bpw4 apol4 apol4_human apolipoprotein l4 (apolipoprotein l-iv) (apol-iv)   	False
Q9BPW5	Other / unclassified	Other / unclassified	RASL11B	RSLBB_HUMAN	Ras-like protein family member 11B (EC 3.6.5.2)				q9bpw5 rasl11b rslbb_human ras-like protein family member 11b (ec 3.6.5.2)   	False
Q9BPW8	Other / unclassified	Other / unclassified	NIPSNAP1	NIPS1_HUMAN	Protein NipSnap homolog 1; ; Protein NipSnap homolog 1 (NipSnap1)	Name: NIPSNAP1;	Dimeric alpha-beta barrel ; NIPSNAP IPR011008 ; IPR012577 homologous_superfamily ; domain		q9bpw8 nipsnap1 nips1_human protein nipsnap homolog 1; ; protein nipsnap homolog 1 (nipsnap1) name: nipsnap1; dimeric alpha-beta barrel ; nipsnap ipr011008 ; ipr012577 homologous_superfamily ; domain 	True
Q9BPY3	Other / unclassified	Other / unclassified	FAM118B	F118B_HUMAN	Protein FAM118B; ; Protein FAM118B	Name: FAM118B;			q9bpy3 fam118b f118b_human protein fam118b; ; protein fam118b name: fam118b;  	False
Q9BPZ2	Other / unclassified	Other / unclassified	SPIN2B	SPI2B_HUMAN	Spindlin-2B; ; Spindlin-2B (Spindlin-like protein 2B) (SPIN-2) (SPIN-2B)	Name: SPIN2B; Synonyms: SPIN2;			q9bpz2 spin2b spi2b_human spindlin-2b; ; spindlin-2b (spindlin-like protein 2b) (spin-2) (spin-2b) name: spin2b; synonyms: spin2;  	False
Q9BQ13	Other / unclassified	Other / unclassified	KCTD14	KCD14_HUMAN	BTB/POZ domain-containing protein KCTD14				q9bq13 kctd14 kcd14_human btb/poz domain-containing protein kctd14   	False
Q9BQ16	Other / unclassified	Other / unclassified	SPOCK3	TICN3_HUMAN	Testican-3 (SPARC/osteonectin, CWCV, and Kazal-like domains proteoglycan 3)				q9bq16 spock3 ticn3_human testican-3 (sparc/osteonectin, cwcv, and kazal-like domains proteoglycan 3)   	False
Q9BQ24	Other / unclassified	Other / unclassified	ZFYVE21	ZFY21_HUMAN	Zinc finger FYVE domain-containing protein 21; ; Zinc finger FYVE domain-containing protein 21 (ZF21)	Name: ZFYVE21;			q9bq24 zfyve21 zfy21_human zinc finger fyve domain-containing protein 21; ; zinc finger fyve domain-containing protein 21 (zf21) name: zfyve21;  	False
Q9BQ50	Other / unclassified	Other / unclassified	TREX2	TREX2_HUMAN	Three prime repair exonuclease 2 (EC 3.1.11.2) (3'-5' exonuclease TREX2)				q9bq50 trex2 trex2_human three prime repair exonuclease 2 (ec 3.1.11.2) (3'-5' exonuclease trex2)   	False
Q9BQ51	Other / unclassified	Other / unclassified	PDCD1LG2	PD1L2_HUMAN	Programmed cell death 1 ligand 2 (PD-1 ligand 2) (PD-L2) (PDCD1 ligand 2) (Programmed death ligand 2) (Butyrophilin B7-DC) (B7-DC) (CD antigen CD273)				q9bq51 pdcd1lg2 pd1l2_human programmed cell death 1 ligand 2 (pd-1 ligand 2) (pd-l2) (pdcd1 ligand 2) (programmed death ligand 2) (butyrophilin b7-dc) (b7-dc) (cd antigen cd273)   	False
Q9BQ87	Other / unclassified	Other / unclassified	TBL1Y	TBL1Y_HUMAN	F-box-like/WD repeat-containing protein TBL1Y (Transducin beta-like protein 1Y) (Transducin-beta-like protein 1, Y-linked)				q9bq87 tbl1y tbl1y_human f-box-like/wd repeat-containing protein tbl1y (transducin beta-like protein 1y) (transducin-beta-like protein 1, y-linked)   	False
Q9BQB4	Other / unclassified	Other / unclassified	SOST	SOST_HUMAN	Sclerostin				q9bqb4 sost sost_human sclerostin   	False
Q9BQB6	Other / unclassified	Other / unclassified	VKORC1	VKOR1_HUMAN	Vitamin K epoxide reductase complex subunit 1 (EC 1.17.4.4) (Vitamin K1 2,3-epoxide reductase subunit 1)				q9bqb6 vkorc1 vkor1_human vitamin k epoxide reductase complex subunit 1 (ec 1.17.4.4) (vitamin k1 2,3-epoxide reductase subunit 1)   	False
Q9BQE5	Other / unclassified	Other / unclassified	APOL2	APOL2_HUMAN	Apolipoprotein L2; ; Apolipoprotein L2 (Apolipoprotein L-II) (ApoL-II)	Name: APOL2;			q9bqe5 apol2 apol2_human apolipoprotein l2; ; apolipoprotein l2 (apolipoprotein l-ii) (apol-ii) name: apol2;  	False
Q9BQE6	Other / unclassified	Other / unclassified	LBHD1	LBHD1_HUMAN	LBH domain-containing protein 1				q9bqe6 lbhd1 lbhd1_human lbh domain-containing protein 1   	False
Q9BQE9	Other / unclassified	Other / unclassified	BCL7B	BCL7B_HUMAN	B-cell CLL/lymphoma 7 protein family member B; ; B-cell CLL/lymphoma 7 protein family member B (allergen Hom s 3)	Name: BCL7B;			q9bqe9 bcl7b bcl7b_human b-cell cll/lymphoma 7 protein family member b; ; b-cell cll/lymphoma 7 protein family member b (allergen hom s 3) name: bcl7b;  	False
Q9BQG1	Other / unclassified	Other / unclassified	SYT3	SYT3_HUMAN	Synaptotagmin-3 (Synaptotagmin III) (SytIII)				q9bqg1 syt3 syt3_human synaptotagmin-3 (synaptotagmin iii) (sytiii)   	False
Q9BQI7	Other / unclassified	Other / unclassified	PSD2	PSD2_HUMAN	PH and SEC7 domain-containing protein 2; ; PH and SEC7 domain-containing protein 2 (Exchange factor for ADP-ribosylation factor guanine nucleotide factor 6 C) (Exchange factor for ARF6 C) (Pleckstrin homology and SEC7 domain-containing protein 2)	Name: PSD2; Synonyms: EFA6C;			q9bqi7 psd2 psd2_human ph and sec7 domain-containing protein 2; ; ph and sec7 domain-containing protein 2 (exchange factor for adp-ribosylation factor guanine nucleotide factor 6 c) (exchange factor for arf6 c) (pleckstrin homology and sec7 domain-containing protein 2) name: psd2; synonyms: efa6c;  	False
Q9BQS2	Other / unclassified	Other / unclassified	SYT15	SYT15_HUMAN	Synaptotagmin-15 (Chr10Syt) (Synaptotagmin XV) (SytXV)				q9bqs2 syt15 syt15_human synaptotagmin-15 (chr10syt) (synaptotagmin xv) (sytxv)   	False
Q9BQS7	Other / unclassified	Other / unclassified	HEPH	HEPH_HUMAN	Hephaestin precursor; ; Hephaestin (Hp) (EC 1.16.3.1)	Name: HEPH; Synonyms: KIAA0698; ORFNames: UNQ2562/PRO6242;			q9bqs7 heph heph_human hephaestin precursor; ; hephaestin (hp) (ec 1.16.3.1) name: heph; synonyms: kiaa0698; orfnames: unq2562/pro6242;  	False
Q9BQT9	Other / unclassified	Other / unclassified	CLSTN3	CSTN3_HUMAN	Calsyntenin-3 precursor; ; Calsyntenin-3 (Alcadein-beta) (Alc-beta)	Name: CLSTN3; Synonyms: CS3, KIAA0726;			q9bqt9 clstn3 cstn3_human calsyntenin-3 precursor; ; calsyntenin-3 (alcadein-beta) (alc-beta) name: clstn3; synonyms: cs3, kiaa0726;  	False
Q9BR09	Other / unclassified	Other / unclassified	NEURL2	NEUL2_HUMAN	Neuralized-like protein 2				q9br09 neurl2 neul2_human neuralized-like protein 2   	False
Q9BR11	Other / unclassified	Other / unclassified	ZSWIM1	ZSWM1_HUMAN	Zinc finger SWIM domain-containing protein 1				q9br11 zswim1 zswm1_human zinc finger swim domain-containing protein 1   	False
Q9BR61	Other / unclassified	Other / unclassified	ACBD6	ACBD6_HUMAN	Acyl-CoA-binding domain-containing protein 6; ; Acyl-CoA-binding domain-containing protein 6	Name: ACBD6;			q9br61 acbd6 acbd6_human acyl-coa-binding domain-containing protein 6; ; acyl-coa-binding domain-containing protein 6 name: acbd6;  	False
Q9BRA2	Other / unclassified	Other / unclassified	TXNDC17	TXD17_HUMAN	Thioredoxin domain-containing protein 17; ; Thioredoxin domain-containing protein 17 (14 kDa thioredoxin-related protein) (TRP14) (Protein 42-9-9) (Thioredoxin-like protein 5)	Name: TXNDC17; Synonyms: TXNL5;			q9bra2 txndc17 txd17_human thioredoxin domain-containing protein 17; ; thioredoxin domain-containing protein 17 (14 kda thioredoxin-related protein) (trp14) (protein 42-9-9) (thioredoxin-like protein 5) name: txndc17; synonyms: txnl5;  	False
Q9BRD0	Other / unclassified	Other / unclassified	BUD13	BUD13_HUMAN	BUD13 homolog; ; BUD13 homolog	Name: BUD13;			q9brd0 bud13 bud13_human bud13 homolog; ; bud13 homolog name: bud13;  	True
Q9BRK5	Other / unclassified	Other / unclassified	SDF4	CAB45_HUMAN	45 kDa calcium-binding protein precursor; ; 45 kDa calcium-binding protein (Cab45) (Stromal cell-derived factor 4) (SDF-4)	Name: SDF4; Synonyms: CAB45; ORFNames: PSEC0034;			q9brk5 sdf4 cab45_human 45 kda calcium-binding protein precursor; ; 45 kda calcium-binding protein (cab45) (stromal cell-derived factor 4) (sdf-4) name: sdf4; synonyms: cab45; orfnames: psec0034;  	True
Q9BRN9	Other / unclassified	Other / unclassified	TM2D3	TM2D3_HUMAN	TM2 domain-containing protein 3 precursor; ; TM2 domain-containing protein 3 (Beta-amyloid-binding protein-like protein 2) (BBP-like protein 2)	Name: TM2D3; Synonyms: BLP2;			q9brn9 tm2d3 tm2d3_human tm2 domain-containing protein 3 precursor; ; tm2 domain-containing protein 3 (beta-amyloid-binding protein-like protein 2) (bbp-like protein 2) name: tm2d3; synonyms: blp2;  	False
Q9BRP7	Other / unclassified	Other / unclassified	FDXACB1	FDXA1_HUMAN	Ferredoxin-fold anticodon-binding domain-containing protein 1; ; Ferredoxin-fold anticodon-binding domain-containing protein 1 (FDX-ACDB domain-containing protein 1)	Name: FDXACB1;			q9brp7 fdxacb1 fdxa1_human ferredoxin-fold anticodon-binding domain-containing protein 1; ; ferredoxin-fold anticodon-binding domain-containing protein 1 (fdx-acdb domain-containing protein 1) name: fdxacb1;  	False
Q9BRQ4	Other / unclassified	Other / unclassified	CFAP300	CF300_HUMAN	Cilia- and flagella-associated protein 300				q9brq4 cfap300 cf300_human cilia- and flagella-associated protein 300   	False
Q9BRR8	Other / unclassified	Other / unclassified	GPATCH1	GPTC1_HUMAN	G patch domain-containing protein 1; ; G patch domain-containing protein 1 (Evolutionarily conserved G-patch domain-containing protein)	Name: GPATCH1; Synonyms: ECGP, GPATC1;			q9brr8 gpatch1 gptc1_human g patch domain-containing protein 1; ; g patch domain-containing protein 1 (evolutionarily conserved g-patch domain-containing protein) name: gpatch1; synonyms: ecgp, gpatc1;  	False
Q9BRT6	Other / unclassified	Other / unclassified	LLPH	LLPH_HUMAN	Protein LLP homolog (Protein LAPS18-like)				q9brt6 llph llph_human protein llp homolog (protein laps18-like)   	False
Q9BRV8	Other / unclassified	Other / unclassified	SIKE1	SIKE1_HUMAN	Suppressor of IKBKE 1; ; Suppressor of IKBKE 1 (Suppressor of IKK-epsilon)	Name: SIKE1; Synonyms: SIKE;			q9brv8 sike1 sike1_human suppressor of ikbke 1; ; suppressor of ikbke 1 (suppressor of ikk-epsilon) name: sike1; synonyms: sike;  	False
Q9BRX8	Other / unclassified	Other / unclassified	PRXL2A	PXL2A_HUMAN	Peroxiredoxin-like 2A (Peroxiredoxin-like 2 activated in M-CSF stimulated monocytes) (Protein PAMM) (Redox-regulatory protein FAM213A)				q9brx8 prxl2a pxl2a_human peroxiredoxin-like 2a (peroxiredoxin-like 2 activated in m-csf stimulated monocytes) (protein pamm) (redox-regulatory protein fam213a)   	False
Q9BS18	Other / unclassified	Other / unclassified	ANAPC13	APC13_HUMAN	Anaphase-promoting complex subunit 13 (APC13) (Cyclosome subunit 13)				q9bs18 anapc13 apc13_human anaphase-promoting complex subunit 13 (apc13) (cyclosome subunit 13)   	False
Q9BS26	Other / unclassified	Other / unclassified	ERP44	ERP44_HUMAN	Endoplasmic reticulum resident protein 44 precursor; ; Endoplasmic reticulum resident protein 44 (ER protein 44) (ERp44) (Thioredoxin domain-containing protein 4)	Name: ERP44; Synonyms: KIAA0573, TXNDC4; ORFNames: UNQ532/PRO1075;	Thioredoxin domain ; Thioredoxin-like superfamily ; Endoplasmic reticulum resident protein 44, first TRX-like domain b ; Endoplasmic reticulum resident protein 44, second TRX-like domain b IPR013766 ; IPR036249 ; IPR041870 ; IPR041862 domain ; homologous_superfamily		q9bs26 erp44 erp44_human endoplasmic reticulum resident protein 44 precursor; ; endoplasmic reticulum resident protein 44 (er protein 44) (erp44) (thioredoxin domain-containing protein 4) name: erp44; synonyms: kiaa0573, txndc4; orfnames: unq532/pro1075; thioredoxin domain ; thioredoxin-like superfamily ; endoplasmic reticulum resident protein 44, first trx-like domain b ; endoplasmic reticulum resident protein 44, second trx-like domain b ipr013766 ; ipr036249 ; ipr041870 ; ipr041862 domain ; homologous_superfamily 	True
Q9BS40	Other / unclassified	Other / unclassified	LXN	LXN_HUMAN	Latexin; ; Latexin (Endogenous carboxypeptidase inhibitor) (ECI) (Protein MUM) (Tissue carboxypeptidase inhibitor) (TCI)	Name: LXN;			q9bs40 lxn lxn_human latexin; ; latexin (endogenous carboxypeptidase inhibitor) (eci) (protein mum) (tissue carboxypeptidase inhibitor) (tci) name: lxn;  	False
Q9BS92	Other / unclassified	Other / unclassified	NIPSNAP3B	NPS3B_HUMAN	Protein NipSnap homolog 3B (NipSnap3B) (SNAP1)				q9bs92 nipsnap3b nps3b_human protein nipsnap homolog 3b (nipsnap3b) (snap1)   	False
Q9BSF8	Other / unclassified	Other / unclassified	BTBD10	BTBDA_HUMAN	BTB/POZ domain-containing protein 10 (Glucose metabolism-related protein 1)				q9bsf8 btbd10 btbda_human btb/poz domain-containing protein 10 (glucose metabolism-related protein 1)   	False
Q9BSG5	Other / unclassified	Other / unclassified	RTBDN	RTBDN_HUMAN	Retbindin				q9bsg5 rtbdn rtbdn_human retbindin   	False
Q9BSH3	Other / unclassified	Other / unclassified	NICN1	NICN1_HUMAN	Nicolin-1; ; Nicolin-1 (NPCEDRG) (Tubulin polyglutamylase complex subunit 5) (PGs5)	Name: NICN1;			q9bsh3 nicn1 nicn1_human nicolin-1; ; nicolin-1 (npcedrg) (tubulin polyglutamylase complex subunit 5) (pgs5) name: nicn1;  	False
Q9BSJ1	Other / unclassified	Other / unclassified	TRIM51	TRI51_HUMAN	Tripartite motif-containing protein 51 (SPRY domain-containing protein 5)				q9bsj1 trim51 tri51_human tripartite motif-containing protein 51 (spry domain-containing protein 5)   	False
Q9BSK0	Other / unclassified	Other / unclassified	MARVELD1	MALD1_HUMAN	MARVEL domain-containing protein 1; ; MARVEL domain-containing protein 1	Name: MARVELD1; Synonyms: MRVLDC1;			q9bsk0 marveld1 mald1_human marvel domain-containing protein 1; ; marvel domain-containing protein 1 name: marveld1; synonyms: mrvldc1;  	False
Q9BSR8	Other / unclassified	Other / unclassified	YIPF4	YIPF4_HUMAN	Protein YIPF4 (YIP1 family member 4)				q9bsr8 yipf4 yipf4_human protein yipf4 (yip1 family member 4)   	False
Q9BST9	Other / unclassified	Other / unclassified	RTKN	RTKN_HUMAN	Rhotekin; ; Rhotekin	Name: RTKN; Synonyms: RTKN1;	HR1 rho-binding domain ; Anillin homology domain ; PH-like domain superfamily ; Pleckstrin homology domain IPR011072 ; IPR012966 ; IPR011993 ; IPR001849 domain ; homologous_superfamily		q9bst9 rtkn rtkn_human rhotekin; ; rhotekin name: rtkn; synonyms: rtkn1; hr1 rho-binding domain ; anillin homology domain ; ph-like domain superfamily ; pleckstrin homology domain ipr011072 ; ipr012966 ; ipr011993 ; ipr001849 domain ; homologous_superfamily 	True
