canonical_UniProtAC	functional_class_broad	functional_class_subclass	substrate_genename	UniProtID	protein_name	genename	interpro_annotation_text	interpro_domain_classes	annotation_text	is_arg_methyl_protein
Q9NUP9	Other / unclassified	Other / unclassified	LIN7C	LIN7C_HUMAN	Protein lin-7 homolog C; ; Protein lin-7 homolog C (Lin-7C) (Mammalian lin-seven protein 3) (MALS-3) (Vertebrate lin-7 homolog 3) (Veli-3)	Name: LIN7C; Synonyms: MALS3, VELI3;	L27 domain superfamily ; L27 domain ; L27 domain, C-terminal ; PDZ superfamily ; PDZ domain IPR036892 ; IPR004172 ; IPR014775 ; IPR036034 ; IPR001478 homologous_superfamily ; domain		q9nup9 lin7c lin7c_human protein lin-7 homolog c; ; protein lin-7 homolog c (lin-7c) (mammalian lin-seven protein 3) (mals-3) (vertebrate lin-7 homolog 3) (veli-3) name: lin7c; synonyms: mals3, veli3; l27 domain superfamily ; l27 domain ; l27 domain, c-terminal ; pdz superfamily ; pdz domain ipr036892 ; ipr004172 ; ipr014775 ; ipr036034 ; ipr001478 homologous_superfamily ; domain 	True
Q9NUQ9	Other / unclassified	Other / unclassified	CYRIB ; FAM49B	CYRIB_HUMAN	CYFIP-related Rac1 interactor B; ; CYFIP-related Rac1 interactor B (L1)	Name: CYRIB; Synonyms: CYRI; FAM49B; ORFNames: BM-009;	CYRIA/CYRIB, Rac1 binding domain IPR009828 domain		q9nuq9 cyrib ; fam49b cyrib_human cyfip-related rac1 interactor b; ; cyfip-related rac1 interactor b (l1) name: cyrib; synonyms: cyri; fam49b; orfnames: bm-009; cyria/cyrib, rac1 binding domain ipr009828 domain 	True
Q9NUS5	Other / unclassified	Other / unclassified	AP5S1	AP5S1_HUMAN	AP-5 complex subunit sigma-1 (Adaptor-related protein complex 5 sigma subunit) (Sigma5)				q9nus5 ap5s1 ap5s1_human ap-5 complex subunit sigma-1 (adaptor-related protein complex 5 sigma subunit) (sigma5)   	False
Q9NUW8	Signaling / enzymes	Other / unclassified	TDP1	TYDP1_HUMAN	Tyrosyl-DNA phosphodiesterase 1; ; Tyrosyl-DNA phosphodiesterase 1 (Tyr-DNA phosphodiesterase 1) (EC 3.1.4.-)	Name: TDP1;			q9nuw8 tdp1 tydp1_human tyrosyl-dna phosphodiesterase 1; ; tyrosyl-dna phosphodiesterase 1 (tyr-dna phosphodiesterase 1) (ec 3.1.4.-) name: tdp1;  	False
Q9NUX5	Other / unclassified	Other / unclassified	POT1	POTE1_HUMAN	Protection of telomeres protein 1; ; Protection of telomeres protein 1 (hPot1) (POT1-like telomere end-binding protein)	Name: POT1;			q9nux5 pot1 pote1_human protection of telomeres protein 1; ; protection of telomeres protein 1 (hpot1) (pot1-like telomere end-binding protein) name: pot1;  	False
Q9NV23	Other / unclassified	Other / unclassified	OLAH	SAST_HUMAN	S-acyl fatty acid synthase thioesterase, medium chain (EC 3.1.2.14) (Augmented in rheumatoid arthritis 1) (AURA1) (Oleoyl-ACP hydrolase) (Thioesterase 2) (TE2) (Thioesterase II) (Thioesterase domain-containing protein 1)				q9nv23 olah sast_human s-acyl fatty acid synthase thioesterase, medium chain (ec 3.1.2.14) (augmented in rheumatoid arthritis 1) (aura1) (oleoyl-acp hydrolase) (thioesterase 2) (te2) (thioesterase ii) (thioesterase domain-containing protein 1)   	False
Q9NV39	Other / unclassified	Other / unclassified	PRR34	PRR34_HUMAN	Proline-rich protein 34				q9nv39 prr34 prr34_human proline-rich protein 34   	False
Q9NV66	DNA repair / genome maintenance;Translation / ribosome / biogenesis	Other / unclassified	TYW1	TYW1_HUMAN	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase TYW1; ; S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase TYW1 (EC 4.1.3.44) (Radical S-adenosyl methionine and flavodoxin domain-containing protein 1) (tRNA wybutosine-synthesizing protein 1 homolog) (tRNA-yW-synthesizing protein)	Name: TYW1; Synonyms: RSAFD1;			q9nv66 tyw1 tyw1_human s-adenosyl-l-methionine-dependent trna 4-demethylwyosine synthase tyw1; ; s-adenosyl-l-methionine-dependent trna 4-demethylwyosine synthase tyw1 (ec 4.1.3.44) (radical s-adenosyl methionine and flavodoxin domain-containing protein 1) (trna wybutosine-synthesizing protein 1 homolog) (trna-yw-synthesizing protein) name: tyw1; synonyms: rsafd1;  	False
Q9NV70	Cytoplasmic / trafficking / cytoskeleton	Other / unclassified	EXOC1	EXOC1_HUMAN	Exocyst complex component 1; ; Exocyst complex component 1 (Exocyst complex component Sec3)	Name: EXOC1; Synonyms: SEC3, SEC3L1; ORFNames: BM-012;			q9nv70 exoc1 exoc1_human exocyst complex component 1; ; exocyst complex component 1 (exocyst complex component sec3) name: exoc1; synonyms: sec3, sec3l1; orfnames: bm-012;  	False
Q9NVA2	Cytoplasmic / trafficking / cytoskeleton	Other / unclassified	SEPTIN11	SEP11_HUMAN	Septin-11; ; Septin-11	Name: SEPTIN11; Synonyms: SEPT11;			q9nva2 septin11 sep11_human septin-11; ; septin-11 name: septin11; synonyms: sept11;  	False
Q9NVH0	RNA-binding / RNP	Other / unclassified	EXD2	EXD2_HUMAN	Exonuclease 3'-5' domain-containing protein 2 (EC 3.1.11.1) (3'-5' exoribonuclease EXD2) (EC 3.1.13.-) (Exonuclease 3'-5' domain-like-containing protein 2)				q9nvh0 exd2 exd2_human exonuclease 3'-5' domain-containing protein 2 (ec 3.1.11.1) (3'-5' exoribonuclease exd2) (ec 3.1.13.-) (exonuclease 3'-5' domain-like-containing protein 2)   	False
Q9NVH1	Other / unclassified	Other / unclassified	DNAJC11	DJC11_HUMAN	DnaJ homolog subfamily C member 11; ; DnaJ homolog subfamily C member 11	Name: DNAJC11;			q9nvh1 dnajc11 djc11_human dnaj homolog subfamily c member 11; ; dnaj homolog subfamily c member 11 name: dnajc11;  	False
Q9NVI1	DNA repair / genome maintenance	Other / unclassified	FANCI	FANCI_HUMAN	Fanconi anemia group I protein; ; Fanconi anemia group I protein (Protein FACI)	Name: FANCI; Synonyms: KIAA1794;			q9nvi1 fanci fanci_human fanconi anemia group i protein; ; fanconi anemia group i protein (protein faci) name: fanci; synonyms: kiaa1794;  	True
Q9NVL8	Other / unclassified	Other / unclassified	CCDC198	FAME_HUMAN	Factor associated with metabolism and energy (Protein CCDC198)				q9nvl8 ccdc198 fame_human factor associated with metabolism and energy (protein ccdc198)   	False
Q9NVM6	Other / unclassified	Other / unclassified	DNAJC17	DJC17_HUMAN	DnaJ homolog subfamily C member 17; ; DnaJ homolog subfamily C member 17	Name: DNAJC17;			q9nvm6 dnajc17 djc17_human dnaj homolog subfamily c member 17; ; dnaj homolog subfamily c member 17 name: dnajc17;  	False
Q9NVN8	Other / unclassified	Other / unclassified	GNL3L	GNL3L_HUMAN	Guanine nucleotide-binding protein-like 3-like protein; ; Guanine nucleotide-binding protein-like 3-like protein	Name: GNL3L;			q9nvn8 gnl3l gnl3l_human guanine nucleotide-binding protein-like 3-like protein; ; guanine nucleotide-binding protein-like 3-like protein name: gnl3l;  	False
Q9NVQ4	Other / unclassified	Other / unclassified	FAIM	FAIM1_HUMAN	Fas apoptotic inhibitory molecule 1; ; Fas apoptotic inhibitory molecule 1	Name: FAIM; Synonyms: FAIM1;			q9nvq4 faim faim1_human fas apoptotic inhibitory molecule 1; ; fas apoptotic inhibitory molecule 1 name: faim; synonyms: faim1;  	False
Q9NVR0	Other / unclassified	Other / unclassified	KLHL11	KLH11_HUMAN	Kelch-like protein 11 precursor; ; Kelch-like protein 11	Name: KLHL11;			q9nvr0 klhl11 klh11_human kelch-like protein 11 precursor; ; kelch-like protein 11 name: klhl11;  	False
Q9NVR7	Other / unclassified	Other / unclassified	TBCCD1	TBCC1_HUMAN	TBCC domain-containing protein 1				q9nvr7 tbccd1 tbcc1_human tbcc domain-containing protein 1   	False
Q9NVT9	Other / unclassified	Other / unclassified	ARMC1	ARMC1_HUMAN	Armadillo repeat-containing protein 1; ; Armadillo repeat-containing protein 1	Name: ARMC1; Synonyms: ARCP;			q9nvt9 armc1 armc1_human armadillo repeat-containing protein 1; ; armadillo repeat-containing protein 1 name: armc1; synonyms: arcp;  	False
Q9NVV5	Other / unclassified	Other / unclassified	AIG1	AIG1_HUMAN	Androgen-induced gene 1 protein; ; Androgen-induced gene 1 protein (AIG-1) (Fatty acid esters of hydroxy fatty acids hydrolase AIG1) (FAHFA hydrolase AIG1) (EC 3.1.-.-)	Name: AIG1; ORFNames: CGI-103;			q9nvv5 aig1 aig1_human androgen-induced gene 1 protein; ; androgen-induced gene 1 protein (aig-1) (fatty acid esters of hydroxy fatty acids hydrolase aig1) (fahfa hydrolase aig1) (ec 3.1.-.-) name: aig1; orfnames: cgi-103;  	False
Q9NVX2	Other / unclassified	Other / unclassified	NLE1	NLE1_HUMAN	Notchless protein homolog 1; ; Notchless protein homolog 1	Name: NLE1; ORFNames: HUSSY-07;			q9nvx2 nle1 nle1_human notchless protein homolog 1; ; notchless protein homolog 1 name: nle1; orfnames: hussy-07;  	False
Q9NVX7	Other / unclassified	Other / unclassified	KBTBD4	KBTB4_HUMAN	Kelch repeat and BTB domain-containing protein 4; ; Kelch repeat and BTB domain-containing protein 4 (BTB and kelch domain-containing protein 4)	Name: KBTBD4; Synonyms: BKLHD4;			q9nvx7 kbtbd4 kbtb4_human kelch repeat and btb domain-containing protein 4; ; kelch repeat and btb domain-containing protein 4 (btb and kelch domain-containing protein 4) name: kbtbd4; synonyms: bklhd4;  	False
Q9NVZ3	Other / unclassified	Other / unclassified	NECAP2	NECP2_HUMAN	Adaptin ear-binding coat-associated protein 2; ; Adaptin ear-binding coat-associated protein 2 (NECAP endocytosis-associated protein 2) (NECAP-2)	Name: NECAP2;			q9nvz3 necap2 necp2_human adaptin ear-binding coat-associated protein 2; ; adaptin ear-binding coat-associated protein 2 (necap endocytosis-associated protein 2) (necap-2) name: necap2;  	True
Q9NW61	Other / unclassified	Other / unclassified	PLEKHJ1	PKHJ1_HUMAN	Pleckstrin homology domain-containing family J member 1; ; Pleckstrin homology domain-containing family J member 1 (PH domain-containing family J member 1) (Guanine nucleotide-releasing protein x)	Name: PLEKHJ1; Synonyms: GNRPX;			q9nw61 plekhj1 pkhj1_human pleckstrin homology domain-containing family j member 1; ; pleckstrin homology domain-containing family j member 1 (ph domain-containing family j member 1) (guanine nucleotide-releasing protein x) name: plekhj1; synonyms: gnrpx;  	False
Q9NW68	Other / unclassified	Other / unclassified	BSDC1	BSDC1_HUMAN	BSD domain-containing protein 1; ; BSD domain-containing protein 1	Name: BSDC1; ORFNames: UNQ2494/PRO5781;	BSD domain superfamily ; BSD domain IPR035925 ; IPR005607 homologous_superfamily ; domain		q9nw68 bsdc1 bsdc1_human bsd domain-containing protein 1; ; bsd domain-containing protein 1 name: bsdc1; orfnames: unq2494/pro5781; bsd domain superfamily ; bsd domain ipr035925 ; ipr005607 homologous_superfamily ; domain 	True
Q9NW75	Other / unclassified	Other / unclassified	GPATCH2	GPTC2_HUMAN	G patch domain-containing protein 2; ; G patch domain-containing protein 2	Name: GPATCH2; Synonyms: GPATC2;	G-patch domain IPR000467 domain		q9nw75 gpatch2 gptc2_human g patch domain-containing protein 2; ; g patch domain-containing protein 2 name: gpatch2; synonyms: gpatc2; g-patch domain ipr000467 domain 	True
Q9NWB6	Other / unclassified	Other / unclassified	ARGLU1	ARGL1_HUMAN	Arginine and glutamate-rich protein 1; ; Arginine and glutamate-rich protein 1	Name: ARGLU1;			q9nwb6 arglu1 argl1_human arginine and glutamate-rich protein 1; ; arginine and glutamate-rich protein 1 name: arglu1;  	True
Q9NWH7	Other / unclassified	Other / unclassified	SPATA6	SPAT6_HUMAN	Spermatogenesis-associated protein 6 precursor; ; Spermatogenesis-associated protein 6	Name: SPATA6;			q9nwh7 spata6 spat6_human spermatogenesis-associated protein 6 precursor; ; spermatogenesis-associated protein 6 name: spata6;  	False
Q9NWM8	Other / unclassified	Other / unclassified	FKBP14	FKB14_HUMAN	Peptidyl-prolyl cis-trans isomerase FKBP14 precursor; ; Peptidyl-prolyl cis-trans isomerase FKBP14 (PPIase FKBP14) (EC 5.2.1.8) (22 kDa FK506-binding protein) (22 kDa FKBP) (FKBP-22) (FK506-binding protein 14) (FKBP-14) (Rotamase)	Name: FKBP14; Synonyms: FKBP22; ORFNames: UNQ322/PRO381;			q9nwm8 fkbp14 fkb14_human peptidyl-prolyl cis-trans isomerase fkbp14 precursor; ; peptidyl-prolyl cis-trans isomerase fkbp14 (ppiase fkbp14) (ec 5.2.1.8) (22 kda fk506-binding protein) (22 kda fkbp) (fkbp-22) (fk506-binding protein 14) (fkbp-14) (rotamase) name: fkbp14; synonyms: fkbp22; orfnames: unq322/pro381;  	False
Q9NWN3	Other / unclassified	Other / unclassified	FBXO34	FBX34_HUMAN	F-box only protein 34; ; F-box only protein 34	Name: FBXO34; Synonyms: FBX34;			q9nwn3 fbxo34 fbx34_human f-box only protein 34; ; f-box only protein 34 name: fbxo34; synonyms: fbx34;  	False
Q9NWT6	Other / unclassified	Other / unclassified	HIF1AN	HIF1N_HUMAN	Hypoxia-inducible factor 1-alpha inhibitor; ; Hypoxia-inducible factor 1-alpha inhibitor (EC 1.14.11.30) (EC 1.14.11.n4) (Factor inhibiting HIF-1) (FIH-1) (Hypoxia-inducible factor asparagine hydroxylase)	Name: HIF1AN; Synonyms: FIH1;	RmlC-like jelly roll fold ; Cupin-like domain 8 ; JmjC domain ; Hypoxia-inducible factor 1-alpha inhibitor, domain II IPR014710 ; IPR041667 ; IPR003347 ; IPR027452 homologous_superfamily ; domain		q9nwt6 hif1an hif1n_human hypoxia-inducible factor 1-alpha inhibitor; ; hypoxia-inducible factor 1-alpha inhibitor (ec 1.14.11.30) (ec 1.14.11.n4) (factor inhibiting hif-1) (fih-1) (hypoxia-inducible factor asparagine hydroxylase) name: hif1an; synonyms: fih1; rmlc-like jelly roll fold ; cupin-like domain 8 ; jmjc domain ; hypoxia-inducible factor 1-alpha inhibitor, domain ii ipr014710 ; ipr041667 ; ipr003347 ; ipr027452 homologous_superfamily ; domain 	True
Q9NWU2	DNA repair / genome maintenance	Other / unclassified	GID8	GID8_HUMAN	Glucose-induced degradation protein 8 homolog (Two hybrid-associated protein 1 with RanBPM) (Twa1)				q9nwu2 gid8 gid8_human glucose-induced degradation protein 8 homolog (two hybrid-associated protein 1 with ranbpm) (twa1)   	False
Q9NWX5	Other / unclassified	Other / unclassified	ASB6	ASB6_HUMAN	Ankyrin repeat and SOCS box protein 6 (ASB-6)				q9nwx5 asb6 asb6_human ankyrin repeat and socs box protein 6 (asb-6)   	False
Q9NX01	Other / unclassified	Other / unclassified	TXNL4B	TXN4B_HUMAN	Thioredoxin-like protein 4B; ; Thioredoxin-like protein 4B (Dim1-like protein)	Name: TXNL4B; Synonyms: DIM2, DLP;			q9nx01 txnl4b txn4b_human thioredoxin-like protein 4b; ; thioredoxin-like protein 4b (dim1-like protein) name: txnl4b; synonyms: dim2, dlp;  	False
Q9NX07	Translation / ribosome / biogenesis	Other / unclassified	TRNAU1AP	TSAP1_HUMAN	tRNA selenocysteine 1-associated protein 1 (SECp43) (tRNA selenocysteine-associated protein 1)				q9nx07 trnau1ap tsap1_human trna selenocysteine 1-associated protein 1 (secp43) (trna selenocysteine-associated protein 1)   	True
Q9NX08	Other / unclassified	Other / unclassified	COMMD8	COMD8_HUMAN	COMM domain-containing protein 8; ; COMM domain-containing protein 8	Name: COMMD8; ORFNames: MDS022;			q9nx08 commd8 comd8_human comm domain-containing protein 8; ; comm domain-containing protein 8 name: commd8; orfnames: mds022;  	False
Q9NX40	Other / unclassified	Other / unclassified	OCIAD1	OCAD1_HUMAN	OCIA domain-containing protein 1; ; OCIA domain-containing protein 1 (Ovarian cancer immunoreactive antigen domain containing 1) (Ovarian carcinoma immunoreactive antigen)	Name: OCIAD1; Synonyms: ASRIJ; OCIA;			q9nx40 ociad1 ocad1_human ocia domain-containing protein 1; ; ocia domain-containing protein 1 (ovarian cancer immunoreactive antigen domain containing 1) (ovarian carcinoma immunoreactive antigen) name: ociad1; synonyms: asrij; ocia;  	True
Q9NX45	Chromatin / transcription	Other / unclassified	SOHLH2	SOLH2_HUMAN	Spermatogenesis- and oogenesis-specific basic helix-loop-helix-containing protein 2; ; Spermatogenesis- and oogenesis-specific basic helix-loop-helix-containing protein 2	Name: SOHLH2; Synonyms: TEB1;			q9nx45 sohlh2 solh2_human spermatogenesis- and oogenesis-specific basic helix-loop-helix-containing protein 2; ; spermatogenesis- and oogenesis-specific basic helix-loop-helix-containing protein 2 name: sohlh2; synonyms: teb1;  	False
Q9NX74	Translation / ribosome / biogenesis	Other / unclassified	DUS2	DUS2L_HUMAN ; DUS2_HUMAN	tRNA-dihydrouridine(20) synthase [NAD(P)+]-like; ; tRNA-dihydrouridine(20) synthase [NAD(P)+]-like (EC 1.3.1.91) (Dihydrouridine synthase 2) (Up-regulated in lung cancer protein 8) (URLC8) (tRNA-dihydrouridine synthase 2-like) (hDUS2)	Name: DUS2; Synonyms: DUS2L;			q9nx74 dus2 dus2l_human ; dus2_human trna-dihydrouridine(20) synthase [nad(p)+]-like; ; trna-dihydrouridine(20) synthase [nad(p)+]-like (ec 1.3.1.91) (dihydrouridine synthase 2) (up-regulated in lung cancer protein 8) (urlc8) (trna-dihydrouridine synthase 2-like) (hdus2) name: dus2; synonyms: dus2l;  	False
Q9NXB0	Other / unclassified	Other / unclassified	MKS1	MKS1_HUMAN	Tectonic-like complex member MKS1 (Meckel syndrome type 1 protein)				q9nxb0 mks1 mks1_human tectonic-like complex member mks1 (meckel syndrome type 1 protein)   	False
Q9NXC2	Other / unclassified	Other / unclassified	GFOD1	GFOD1_HUMAN	Glucose-fructose oxidoreductase domain-containing protein 1 (Gfo/Idh/MocA-like oxidoreductase domain-containing protein 1)				q9nxc2 gfod1 gfod1_human glucose-fructose oxidoreductase domain-containing protein 1 (gfo/idh/moca-like oxidoreductase domain-containing protein 1)   	False
Q9NXE4	Signaling / enzymes	Other / unclassified	SMPD4	NSMA3_HUMAN	Sphingomyelin phosphodiesterase 4; ; Sphingomyelin phosphodiesterase 4 (EC 3.1.4.12) (Neutral sphingomyelinase 3) (nSMase-3) (nSMase3) (Neutral sphingomyelinase III)	Name: SMPD4; Synonyms: KIAA1418, SKNY;			q9nxe4 smpd4 nsma3_human sphingomyelin phosphodiesterase 4; ; sphingomyelin phosphodiesterase 4 (ec 3.1.4.12) (neutral sphingomyelinase 3) (nsmase-3) (nsmase3) (neutral sphingomyelinase iii) name: smpd4; synonyms: kiaa1418, skny;  	True
Q9NXG2	Other / unclassified	Other / unclassified	THUMPD1	THUM1_HUMAN	THUMP domain-containing protein 1; ; THUMP domain-containing protein 1	Name: THUMPD1;			q9nxg2 thumpd1 thum1_human thump domain-containing protein 1; ; thump domain-containing protein 1 name: thumpd1;  	False
Q9NXK8	Other / unclassified	Other / unclassified	FBXL12	FXL12_HUMAN	F-box/LRR-repeat protein 12; ; F-box/LRR-repeat protein 12 (F-box and leucine-rich repeat protein 12) (F-box protein FBL12)	Name: FBXL12; Synonyms: FBL12;			q9nxk8 fbxl12 fxl12_human f-box/lrr-repeat protein 12; ; f-box/lrr-repeat protein 12 (f-box and leucine-rich repeat protein 12) (f-box protein fbl12) name: fbxl12; synonyms: fbl12;  	False
Q9NXL2	Other / unclassified	Other / unclassified	ARHGEF38	ARH38_HUMAN	Rho guanine nucleotide exchange factor 38				q9nxl2 arhgef38 arh38_human rho guanine nucleotide exchange factor 38   	False
Q9NXN4	Other / unclassified	Other / unclassified	GDAP2	GDAP2_HUMAN	Ganglioside-induced differentiation-associated protein 2; ; Ganglioside-induced differentiation-associated protein 2	Name: GDAP2;			q9nxn4 gdap2 gdap2_human ganglioside-induced differentiation-associated protein 2; ; ganglioside-induced differentiation-associated protein 2 name: gdap2;  	False
Q9NXP7	Other / unclassified	Other / unclassified	GIN1	GIN1_HUMAN	Gypsy retrotransposon integrase-like protein 1; ; Gypsy retrotransposon integrase-like protein 1 (GIN-1) (Ty3/Gypsy integrase 1) (Zinc finger H2C2 domain-containing protein)	Name: GIN1; Synonyms: TGIN1, ZH2C2;			q9nxp7 gin1 gin1_human gypsy retrotransposon integrase-like protein 1; ; gypsy retrotransposon integrase-like protein 1 (gin-1) (ty3/gypsy integrase 1) (zinc finger h2c2 domain-containing protein) name: gin1; synonyms: tgin1, zh2c2;  	False
Q9NXR1	Other / unclassified	Other / unclassified	NDE1	NDE1_HUMAN	Nuclear distribution protein nudE homolog 1; ; Nuclear distribution protein nudE homolog 1 (NudE)	Name: NDE1; Synonyms: NUDE;			q9nxr1 nde1 nde1_human nuclear distribution protein nude homolog 1; ; nuclear distribution protein nude homolog 1 (nude) name: nde1; synonyms: nude;  	False
Q9NXR5	Other / unclassified	Other / unclassified	ANKRD10	ANR10_HUMAN	Ankyrin repeat domain-containing protein 10; ; Ankyrin repeat domain-containing protein 10	Name: ANKRD10;			q9nxr5 ankrd10 anr10_human ankyrin repeat domain-containing protein 10; ; ankyrin repeat domain-containing protein 10 name: ankrd10;  	False
