canonical_UniProtAC	functional_class_broad	functional_class_subclass	substrate_genename	UniProtID	protein_name	genename	interpro_annotation_text	interpro_domain_classes	annotation_text	is_arg_methyl_protein
Q99731	Other / unclassified	Other / unclassified	CCL19	CCL19_HUMAN	C-C motif chemokine 19 (Beta-chemokine exodus-3) (CK beta-11) (Epstein-Barr virus-induced molecule 1 ligand chemokine) (EBI1 ligand chemokine) (ELC) (Macrophage inflammatory protein 3 beta) (MIP-3-beta) (Small-inducible cytokine A19)				q99731 ccl19 ccl19_human c-c motif chemokine 19 (beta-chemokine exodus-3) (ck beta-11) (epstein-barr virus-induced molecule 1 ligand chemokine) (ebi1 ligand chemokine) (elc) (macrophage inflammatory protein 3 beta) (mip-3-beta) (small-inducible cytokine a19)   	False
Q99732	Cytoplasmic / trafficking / cytoskeleton;Membrane / receptor / extracellular;Proteostasis / ubiquitin / chaperone	Cytoskeleton / trafficking;Endomembrane / coat trafficking;Membrane / receptor / extracellular;Proteostasis / chaperone / proteasome	LITAF	LITAF_HUMAN	Lipopolysaccharide-induced tumor necrosis factor-alpha factor (LPS-induced TNF-alpha factor) (Small integral membrane protein of lysosome/late endosome) (p53-induced gene 7 protein)				q99732 litaf litaf_human lipopolysaccharide-induced tumor necrosis factor-alpha factor (lps-induced tnf-alpha factor) (small integral membrane protein of lysosome/late endosome) (p53-induced gene 7 protein)   	False
Q99733	Chromatin / transcription;Proteostasis / ubiquitin / chaperone	Proteostasis / chaperone / proteasome	NAP1L4	NP1L4_HUMAN	Nucleosome assembly protein 1-like 4; ; Nucleosome assembly protein 1-like 4 (Histone chaperone NAP1L4) (Nucleosome assembly protein 2) (NAP-2)	Name: NAP1L4; Synonyms: NAP2;			q99733 nap1l4 np1l4_human nucleosome assembly protein 1-like 4; ; nucleosome assembly protein 1-like 4 (histone chaperone nap1l4) (nucleosome assembly protein 2) (nap-2) name: nap1l4; synonyms: nap2;  	False
Q99735	Mitochondrial / metabolism;Signaling / enzymes	Mitochondrial / metabolic enzymes;Signaling / enzymes	MGST2	MGST2_HUMAN	Microsomal glutathione S-transferase 2 (Microsomal GST-2) (EC 2.5.1.18) (Glutathione peroxidase MGST2) (EC 1.11.1.-) (Leukotriene C4 synthase MGST2) (EC 4.4.1.20) (Microsomal glutathione S-transferase II) (Microsomal GST-II)				q99735 mgst2 mgst2_human microsomal glutathione s-transferase 2 (microsomal gst-2) (ec 2.5.1.18) (glutathione peroxidase mgst2) (ec 1.11.1.-) (leukotriene c4 synthase mgst2) (ec 4.4.1.20) (microsomal glutathione s-transferase ii) (microsomal gst-ii)   	False
Q99741	Other / unclassified	Other / unclassified	CDC6	CDC6_HUMAN	Cell division control protein 6 homolog; ; Cell division control protein 6 homolog (CDC6-related protein) (Cdc18-related protein) (HsCdc18) (p62(cdc6)) (HsCDC6)	Name: CDC6; Synonyms: CDC18L;			q99741 cdc6 cdc6_human cell division control protein 6 homolog; ; cell division control protein 6 homolog (cdc6-related protein) (cdc18-related protein) (hscdc18) (p62(cdc6)) (hscdc6) name: cdc6; synonyms: cdc18l;  	True
Q99742	Chromatin / transcription	Other / unclassified	NPAS1	NPAS1_HUMAN	Neuronal PAS domain-containing protein 1 (Neuronal PAS1) (Basic-helix-loop-helix-PAS protein MOP5) (Class E basic helix-loop-helix protein 11) (bHLHe11) (Member of PAS protein 5) (PAS domain-containing protein 5)		Helix-loop-helix DNA-binding domain superfamily ; Myc-type, basic helix-loop-helix (bHLH) domain ; PAS domain ; PAS fold ; PAS domain superfamily ; PAS fold 3 IPR036638 ; IPR011598 ; IPR000014 ; IPR013767 ; IPR035965 ; IPR013655 homologous_superfamily ; domain DNA-binding	DNA-binding	q99742 npas1 npas1_human neuronal pas domain-containing protein 1 (neuronal pas1) (basic-helix-loop-helix-pas protein mop5) (class e basic helix-loop-helix protein 11) (bhlhe11) (member of pas protein 5) (pas domain-containing protein 5)  helix-loop-helix dna-binding domain superfamily ; myc-type, basic helix-loop-helix (bhlh) domain ; pas domain ; pas fold ; pas domain superfamily ; pas fold 3 ipr036638 ; ipr011598 ; ipr000014 ; ipr013767 ; ipr035965 ; ipr013655 homologous_superfamily ; domain dna-binding dna-binding	True
Q99743	Chromatin / transcription	Other / unclassified	NPAS2	NPAS2_HUMAN	Neuronal PAS domain-containing protein 2 (Neuronal PAS2) (Basic-helix-loop-helix-PAS protein MOP4) (Class E basic helix-loop-helix protein 9) (bHLHe9) (Member of PAS protein 4) (PAS domain-containing protein 4)				q99743 npas2 npas2_human neuronal pas domain-containing protein 2 (neuronal pas2) (basic-helix-loop-helix-pas protein mop4) (class e basic helix-loop-helix protein 9) (bhlhe9) (member of pas protein 4) (pas domain-containing protein 4)   	False
Q99747	Other / unclassified	Other / unclassified	NAPG	SNAG_HUMAN	Gamma-soluble NSF attachment protein; ; Gamma-soluble NSF attachment protein (SNAP-gamma) (N-ethylmaleimide-sensitive factor attachment protein gamma)	Name: NAPG; Synonyms: SNAPG;			q99747 napg snag_human gamma-soluble nsf attachment protein; ; gamma-soluble nsf attachment protein (snap-gamma) (n-ethylmaleimide-sensitive factor attachment protein gamma) name: napg; synonyms: snapg;  	True
Q99748	Other / unclassified	Other / unclassified	NRTN	NRTN_HUMAN	Neurturin				q99748 nrtn nrtn_human neurturin   	False
Q99750	Cytoplasmic / trafficking / cytoskeleton	Cytoskeleton / trafficking	MDFI	MDFI_HUMAN	MyoD family inhibitor (Myogenic repressor I-mf)				q99750 mdfi mdfi_human myod family inhibitor (myogenic repressor i-mf)   	False
Q99755	Signaling / enzymes	Signaling / enzymes	PIP5K1A	PI51A_HUMAN	Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha; ; Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha (PIP5K1-alpha) (PtdIns(4)P-5-kinase 1 alpha) (EC 2.7.1.68) (68 kDa type I phosphatidylinositol 4-phosphate 5-kinase alpha) (Phosphatidylinositol 4-phosphate 5-kinase type I alpha) (PIP5KIalpha)	Name: PIP5K1A;	Phosphatidylinositol-4-phosphate 5-kinase, N-terminal ; Phosphatidylinositol-4-phosphate 4/5-kinase, core ; Phosphatidylinositol-4-phosphate 4/5-kinase, C-terminal domain superfamily IPR027484 ; IPR002498 ; IPR027483 homologous_superfamily ; domain Catalytic enzyme domain	Catalytic enzyme domain	q99755 pip5k1a pi51a_human phosphatidylinositol 4-phosphate 5-kinase type-1 alpha; ; phosphatidylinositol 4-phosphate 5-kinase type-1 alpha (pip5k1-alpha) (ptdins(4)p-5-kinase 1 alpha) (ec 2.7.1.68) (68 kda type i phosphatidylinositol 4-phosphate 5-kinase alpha) (phosphatidylinositol 4-phosphate 5-kinase type i alpha) (pip5kialpha) name: pip5k1a; phosphatidylinositol-4-phosphate 5-kinase, n-terminal ; phosphatidylinositol-4-phosphate 4/5-kinase, core ; phosphatidylinositol-4-phosphate 4/5-kinase, c-terminal domain superfamily ipr027484 ; ipr002498 ; ipr027483 homologous_superfamily ; domain catalytic enzyme domain catalytic enzyme domain	True
Q99757	Mitochondrial / metabolism	Mitochondrial / metabolic enzymes	TXN2	THIOM_HUMAN	Thioredoxin, mitochondrial precursor; ; Thioredoxin, mitochondrial (MTRX) (Mt-Trx) (Thioredoxin-2)	Name: TXN2; Synonyms: TRX2;			q99757 txn2 thiom_human thioredoxin, mitochondrial precursor; ; thioredoxin, mitochondrial (mtrx) (mt-trx) (thioredoxin-2) name: txn2; synonyms: trx2;  	False
Q99758	Membrane / receptor / extracellular;Signaling / enzymes	Membrane / receptor / extracellular;Signaling / enzymes	ABCA3	ABCA3_HUMAN	Phospholipid-transporting ATPase ABCA3; ; Phospholipid-transporting ATPase ABCA3 (EC 7.6.2.1) (ABC-C transporter) (ATP-binding cassette sub-family A member 3) (ATP-binding cassette transporter 3) (ATP-binding cassette 3) (Xenobiotic-transporting ATPase ABCA3) (EC 7.6.2.2) [Cleaved into: 150 Kda mature form]	Name: ABCA3; Synonyms: ABC3;			q99758 abca3 abca3_human phospholipid-transporting atpase abca3; ; phospholipid-transporting atpase abca3 (ec 7.6.2.1) (abc-c transporter) (atp-binding cassette sub-family a member 3) (atp-binding cassette transporter 3) (atp-binding cassette 3) (xenobiotic-transporting atpase abca3) (ec 7.6.2.2) [cleaved into: 150 kda mature form] name: abca3; synonyms: abc3;  	False
Q99759	Signaling / enzymes	Signaling / enzymes	MAP3K3	M3K3_HUMAN	Mitogen-activated protein kinase kinase kinase 3; ; Mitogen-activated protein kinase kinase kinase 3 (EC 2.7.11.25) (MAPK/ERK kinase kinase 3) (MEK kinase 3) (MEKK 3)	Name: MAP3K3; Synonyms: MAPKKK3, MEKK3;			q99759 map3k3 m3k3_human mitogen-activated protein kinase kinase kinase 3; ; mitogen-activated protein kinase kinase kinase 3 (ec 2.7.11.25) (mapk/erk kinase kinase 3) (mek kinase 3) (mekk 3) name: map3k3; synonyms: mapkkk3, mekk3;  	False
Q99766	Membrane / receptor / extracellular;Mitochondrial / metabolism	Membrane / receptor / extracellular;Mitochondrial / metabolic enzymes	DMAC2L	ATP5S_HUMAN	ATP synthase subunit s, mitochondrial (ATP synthase-coupling factor B) (FB) (Distal membrane arm assembly complex 2-like protein) (Mitochondrial ATP synthase regulatory component factor B)				q99766 dmac2l atp5s_human atp synthase subunit s, mitochondrial (atp synthase-coupling factor b) (fb) (distal membrane arm assembly complex 2-like protein) (mitochondrial atp synthase regulatory component factor b)   	False
Q99767	Cytoplasmic / trafficking / cytoskeleton	Cytoskeleton / trafficking	APBA2	APBA2_HUMAN	Amyloid-beta A4 precursor protein-binding family A member 2; ; Amyloid-beta A4 precursor protein-binding family A member 2 (Adapter protein X11beta) (Neuron-specific X11L protein) (Neuronal Munc18-1-interacting protein 2) (Mint-2)	Name: APBA2; Synonyms: MINT2, X11L;			q99767 apba2 apba2_human amyloid-beta a4 precursor protein-binding family a member 2; ; amyloid-beta a4 precursor protein-binding family a member 2 (adapter protein x11beta) (neuron-specific x11l protein) (neuronal munc18-1-interacting protein 2) (mint-2) name: apba2; synonyms: mint2, x11l;  	False
Q99784	Other / unclassified	Other / unclassified	OLFM1	NOE1_HUMAN	Noelin precursor; ; Noelin (Neuronal olfactomedin-related ER localized protein) (Olfactomedin-1)	Name: OLFM1; Synonyms: NOE1, NOEL1;			q99784 olfm1 noe1_human noelin precursor; ; noelin (neuronal olfactomedin-related er localized protein) (olfactomedin-1) name: olfm1; synonyms: noe1, noel1;  	False
Q99788	Membrane / receptor / extracellular	Membrane / receptor / extracellular	CMKLR1	CML1_HUMAN	Chemerin-like receptor 1 (Chemokine-like receptor 1) (G-protein coupled receptor ChemR23) (G-protein coupled receptor DEZ)				q99788 cmklr1 cml1_human chemerin-like receptor 1 (chemokine-like receptor 1) (g-protein coupled receptor chemr23) (g-protein coupled receptor dez)   	False
Q99795	Membrane / receptor / extracellular	Other / unclassified	GPA33	GPA33_HUMAN	Cell surface A33 antigen precursor; ; Cell surface A33 antigen (Glycoprotein A33)	Name: GPA33;			q99795 gpa33 gpa33_human cell surface a33 antigen precursor; ; cell surface a33 antigen (glycoprotein a33) name: gpa33;  	False
Q99797	Mitochondrial / metabolism;Signaling / enzymes	Mitochondrial / metabolic enzymes;Signaling / enzymes	MIPEP	MIPEP_HUMAN	Mitochondrial intermediate peptidase precursor; ; Mitochondrial intermediate peptidase (MIP) (EC 3.4.24.59)	Name: MIPEP; Synonyms: MIP;	Peptidase M3A/M3B catalytic domain ; Neurolysin/Thimet oligopeptidase, domain 2 ; Metallopeptidase, catalytic domain superfamily IPR001567 ; IPR024077 ; IPR024079 domain ; homologous_superfamily Catalytic enzyme domain	Catalytic enzyme domain	q99797 mipep mipep_human mitochondrial intermediate peptidase precursor; ; mitochondrial intermediate peptidase (mip) (ec 3.4.24.59) name: mipep; synonyms: mip; peptidase m3a/m3b catalytic domain ; neurolysin/thimet oligopeptidase, domain 2 ; metallopeptidase, catalytic domain superfamily ipr001567 ; ipr024077 ; ipr024079 domain ; homologous_superfamily catalytic enzyme domain catalytic enzyme domain	True
Q99798	Mitochondrial / metabolism	Mitochondrial / metabolic enzymes	ACO2	ACON_HUMAN	Aconitate hydratase, mitochondrial precursor; ; Aconitate hydratase, mitochondrial (Aconitase) (EC 4.2.1.3) (Citrate hydro-lyase)	Name: ACO2;	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdomain 1/3 ; Aconitase, iron-sulfur domain ; Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain ; Aconitase, domain 2 ; Aconitase/3-isopropylmalate dehydratase, swivel ; Aconitase A/isopropylmalate dehydratase small subunit, swivel domain IPR015931 ; IPR036008 ; IPR001030 ; IPR015932 ; IPR015928 ; IPR000573 homologous_superfamily ; domain		q99798 aco2 acon_human aconitate hydratase, mitochondrial precursor; ; aconitate hydratase, mitochondrial (aconitase) (ec 4.2.1.3) (citrate hydro-lyase) name: aco2; aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdomain 1/3 ; aconitase, iron-sulfur domain ; aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain ; aconitase, domain 2 ; aconitase/3-isopropylmalate dehydratase, swivel ; aconitase a/isopropylmalate dehydratase small subunit, swivel domain ipr015931 ; ipr036008 ; ipr001030 ; ipr015932 ; ipr015928 ; ipr000573 homologous_superfamily ; domain 	True
Q99801	Chromatin / transcription	DNA-binding transcription factors / developmental regulators	NKX3-1	NKX31_HUMAN	Homeobox protein Nkx-3.1; ; Homeobox protein Nkx-3.1 (Homeobox protein NK-3 homolog A)	Name: NKX3-1; Synonyms: NKX3.1; NKX3A;			q99801 nkx3-1 nkx31_human homeobox protein nkx-3.1; ; homeobox protein nkx-3.1 (homeobox protein nk-3 homolog a) name: nkx3-1; synonyms: nkx3.1; nkx3a;  	False
Q99805	Membrane / receptor / extracellular	Membrane / receptor / extracellular	TM9SF2	TM9S2_HUMAN	Transmembrane 9 superfamily member 2 precursor; ; Transmembrane 9 superfamily member 2 (p76)	Name: TM9SF2;			q99805 tm9sf2 tm9s2_human transmembrane 9 superfamily member 2 precursor; ; transmembrane 9 superfamily member 2 (p76) name: tm9sf2;  	True
Q99807	Mitochondrial / metabolism	Mitochondrial / metabolic enzymes	COQ7	COQ7_HUMAN	NADPH-dependent 3-demethoxyubiquinone 3-hydroxylase, mitochondrial (EC 1.14.13.253) (3-demethoxyubiquinone 3-hydroxylase (NADH)) (Timing protein clk-1 homolog) (Ubiquinone biosynthesis monooxygenase COQ7)		Ferritin-like superfamily IPR009078 homologous_superfamily		q99807 coq7 coq7_human nadph-dependent 3-demethoxyubiquinone 3-hydroxylase, mitochondrial (ec 1.14.13.253) (3-demethoxyubiquinone 3-hydroxylase (nadh)) (timing protein clk-1 homolog) (ubiquinone biosynthesis monooxygenase coq7)  ferritin-like superfamily ipr009078 homologous_superfamily 	True
Q99808	Membrane / receptor / extracellular	Membrane / receptor / extracellular	SLC29A1	S29A1_HUMAN	Equilibrative nucleoside transporter 1; ; Equilibrative nucleoside transporter 1 (hENT1) (Equilibrative nitrobenzylmercaptopurine riboside-sensitive nucleoside transporter) (Equilibrative NBMPR-sensitive nucleoside transporter) (es nucleoside transporter) (Nucleoside transporter, es-type) (Solute carrier family 29 member 1)	Name: SLC29A1; Synonyms: ENT1;			q99808 slc29a1 s29a1_human equilibrative nucleoside transporter 1; ; equilibrative nucleoside transporter 1 (hent1) (equilibrative nitrobenzylmercaptopurine riboside-sensitive nucleoside transporter) (equilibrative nbmpr-sensitive nucleoside transporter) (es nucleoside transporter) (nucleoside transporter, es-type) (solute carrier family 29 member 1) name: slc29a1; synonyms: ent1;  	False
Q99811	Chromatin / transcription	DNA-binding transcription factors / developmental regulators	PRRX2	PRRX2_HUMAN	Paired mesoderm homeobox protein 2 (Paired-related homeobox protein 2) (PRX-2)				q99811 prrx2 prrx2_human paired mesoderm homeobox protein 2 (paired-related homeobox protein 2) (prx-2)   	False
Q99814	Chromatin / transcription	Other / unclassified	EPAS1	EPAS1_HUMAN	Endothelial PAS domain-containing protein 1; ; Endothelial PAS domain-containing protein 1 (EPAS-1) (Basic-helix-loop-helix-PAS protein MOP2) (Class E basic helix-loop-helix protein 73) (bHLHe73) (HIF-1-alpha-like factor) (HLF) (Hypoxia-inducible factor 2-alpha) (HIF-2-alpha) (HIF2-alpha) (Member of PAS protein 2) (PAS domain-containing protein 2)	Name: EPAS1; Synonyms: BHLHE73, HIF2A, MOP2, PASD2;			q99814 epas1 epas1_human endothelial pas domain-containing protein 1; ; endothelial pas domain-containing protein 1 (epas-1) (basic-helix-loop-helix-pas protein mop2) (class e basic helix-loop-helix protein 73) (bhlhe73) (hif-1-alpha-like factor) (hlf) (hypoxia-inducible factor 2-alpha) (hif-2-alpha) (hif2-alpha) (member of pas protein 2) (pas domain-containing protein 2) name: epas1; synonyms: bhlhe73, hif2a, mop2, pasd2;  	False
Q99816	Cytoplasmic / trafficking / cytoskeleton	Endomembrane / coat trafficking	TSG101	TS101_HUMAN	Tumor susceptibility gene 101 protein; ; Tumor susceptibility gene 101 protein (ESCRT-I complex subunit TSG101)	Name: TSG101;			q99816 tsg101 ts101_human tumor susceptibility gene 101 protein; ; tumor susceptibility gene 101 protein (escrt-i complex subunit tsg101) name: tsg101;  	False
Q99819	Other / unclassified	Other / unclassified	ARHGDIG	GDIR3_HUMAN	Rho GDP-dissociation inhibitor 3 (Rho GDI 3) (Rho-GDI gamma)				q99819 arhgdig gdir3_human rho gdp-dissociation inhibitor 3 (rho gdi 3) (rho-gdi gamma)   	False
Q99828	Cytoplasmic / trafficking / cytoskeleton;Membrane / receptor / extracellular;Signaling / enzymes	Cytoskeleton / trafficking;Membrane / receptor / extracellular;Signaling / enzymes	CIB1	CIB1_HUMAN	Calcium and integrin-binding protein 1; ; Calcium and integrin-binding protein 1 (CIB) (Calcium- and integrin-binding protein) (CIBP) (Calmyrin) (DNA-PKcs-interacting protein) (Kinase-interacting protein) (KIP) (SNK-interacting protein 2-28) (SIP2-28)	Name: CIB1; Synonyms: CIB, KIP, PRKDCIP;			q99828 cib1 cib1_human calcium and integrin-binding protein 1; ; calcium and integrin-binding protein 1 (cib) (calcium- and integrin-binding protein) (cibp) (calmyrin) (dna-pkcs-interacting protein) (kinase-interacting protein) (kip) (snk-interacting protein 2-28) (sip2-28) name: cib1; synonyms: cib, kip, prkdcip;  	False
Q99829	Signaling / enzymes	Signaling / enzymes	CPNE1	CPNE1_HUMAN	Copine-1; ; Copine-1 (Chromobindin 17) (Copine I)	Name: CPNE1; Synonyms: CPN1;	C2 domain ; C2 domain superfamily ; Copine, C2B domain ; Copine, C-terminal ; von Willebrand factor A-like domain superfamily ; von Willebrand factor, type A IPR000008 ; IPR035892 ; IPR037768 ; IPR010734 ; IPR036465 ; IPR002035 domain ; homologous_superfamily		q99829 cpne1 cpne1_human copine-1; ; copine-1 (chromobindin 17) (copine i) name: cpne1; synonyms: cpn1; c2 domain ; c2 domain superfamily ; copine, c2b domain ; copine, c-terminal ; von willebrand factor a-like domain superfamily ; von willebrand factor, type a ipr000008 ; ipr035892 ; ipr037768 ; ipr010734 ; ipr036465 ; ipr002035 domain ; homologous_superfamily 	True
